OPE ID,School,State,Zip Code,School Type,20102011Qtr4_Dependent Students,20102011Qtr4_Independent Students,Quarterly Total,YTD_20102011Qtr4_Dependent Students,YTD_20102011Qtr4_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,126,216,342,5969,3345,9314
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,67,300,367,1566,3896,5462
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,62,119,181,2067,1507,3574
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,286,316,602,8219,5019,13238
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,105,299,404,1426,2247,3673
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,47,250,297,794,3326,4120
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,577,417,994,16153,6012,22165
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,45,62,107,2089,587,2676
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,414,1082,1496,4917,8356,13273
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,97,334,431,1293,2242,3535
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,173,253,426,4685,2854,7539
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,249,804,1053,3383,6528,9911
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,171,569,740,2112,4498,6610
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,48,47,95,1276,563,1839
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,224,439,663,6405,5645,12050
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,44,128,172,664,1113,1777
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,357,1048,1405,4432,8301,12733
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,9,8,17,350,115,465
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,56,390,446,1998,4958,6956
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,27,8,35,580,76,656
