OPE ID,School,State,Zip Code,School Type,20152016Qtr6_Dependent Students,20152016Qtr6_Independent Students,Quarterly Total,YTD_20152016Qtr6_Dependent Students,YTD_20152016Qtr6_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,79,71,150,6777,3885,10662
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,31,132,163,2103,4259,6362
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,12,22,34,2623,1394,4017
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,236,148,384,9635,5576,15211
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,33,85,118,1456,1674,3130
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,14,82,96,927,3276,4203
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,118,138,256,20277,7184,27461
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,10,14,24,2367,753,3120
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-0000,Public       ,98,243,341,5515,7608,13123
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,27,69,96,1195,1388,2583
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,75,69,144,5887,3068,8955
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,68,174,242,3272,5155,8427
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,60,124,184,2665,4308,6973
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,15,18,33,1620,803,2423
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,89,142,231,6997,5211,12208
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,23,29,52,701,902,1603
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,62,255,317,5168,8198,13366
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,7,40,47,333,286,619
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,39,232,271,2724,4356,7080
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,6,1,7,622,89,711
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,90,36,126,2889,1356,4245
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,15,41,56,1968,2001,3969
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,40,168,208,2544,4738,7282
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,57,110,167,1508,1768,3276
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,7,15,22,1876,1105,2981
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,48,39,87,1288,982,2270
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,13,63,76,4064,3268,7332
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,33,56,89,1868,1947,3815
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,47,85,132,3771,3364,7135
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,8,15,23,2680,891,3571
00104400,STILLMAN COLLEGE                        ,AL,35403-0000,Private      ,24,16,40,1933,773,2706
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,88,27,115,1389,573,1962
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,99,505,604,9516,17874,27390
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,45,13,58,5543,1518,7061
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,142,241,383,30698,11494,42192
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,105,315,420,12026,13614,25640
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,55,119,174,5855,4599,10454
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,93,244,337,11660,11112,22772
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,95,164,259,2669,3901,6570
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,34,61,95,933,1557,2490
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,84,113,197,3997,3902,7899
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,26,97,123,780,2033,2813
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,92,127,219,3879,3881,7760
