OPE ID,School,State,Zip Code,School Type,20122013Qtr6_Dependent Students,20122013Qtr6_Independent Students,Quarterly Total,YTD_20122013Qtr6_Dependent Students,YTD_20122013Qtr6_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,43,66,109,7192,3840,11032
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,19,111,130,2177,4949,7126
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,20,35,55,2619,1752,4371
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,221,162,383,10685,6742,17427
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,39,99,138,1691,2456,4147
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,12,76,88,976,3883,4859
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,98,134,232,20446,7201,27647
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,11,25,36,2308,1035,3343
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,104,297,401,5687,9680,15367
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,40,77,117,1369,2243,3612
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,55,78,133,5855,3538,9393
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,79,288,367,3808,7290,11098
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,80,187,267,2600,5092,7692
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,6,19,25,1726,926,2652
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,59,143,202,7891,6576,14467
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,39,35,74,674,1002,1676
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,77,321,398,5363,10573,15936
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,2,5,7,385,170,555
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,35,147,182,2720,6079,8799
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,7,2,9,565,86,651
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,34,27,61,2597,1610,4207
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,16,64,80,2105,2788,4893
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,68,266,334,2843,6236,9079
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,77,113,190,1758,2551,4309
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,9,17,26,2084,1427,3511
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,59,62,121,1282,1375,2657
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,18,73,91,4019,3603,7622
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,24,58,82,1667,2361,4028
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,59,91,150,4000,3924,7924
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,4,34,38,2017,1185,3202
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,23,16,39,2113,837,2950
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,15,9,24,1067,638,1705
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,104,690,794,9814,25627,35441
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,33,13,46,6235,1692,7927
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,141,227,368,28313,12694,41007
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,70,257,327,12705,14924,27629
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,51,93,144,5684,5543,11227
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,81,268,349,11269,11793,23062
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,50,179,229,2598,4819,7417
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,30,62,92,986,1816,2802
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,65,152,217,3812,4343,8155
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,29,113,142,744,2611,3355
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,97,151,248,5116,4948,10064
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,8,42,50,336,823,1159
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,184,164,348,2519,3121,5640
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,106,108,214,1368,2351,3719
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,50,142,192,2488,4203,6691
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,20,128,148,1127,2901,4028
