OPE ID,School,State,Zip Code,School Type,20072008Qtr3_Dependent Students,20072008Qtr3_Independent Students,Quarterly Total,YTD_20072008Qtr3_Dependent Students,YTD_20072008Qtr3_Independent Students,Award Year To Date Total
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,666,1275,1941,2261,3860,6121
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,42,34,76,283,91,374
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,313,1212,1525,1492,2816,4308
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,97,8,105,276,20,296
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,673,485,1158,1938,1093,3031
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,166,379,545,1038,1283,2321
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,439,954,1393,1022,2328,3350
00103001,BISHOP STATE COMM COLG-CARVER CMPS      ,AL,36617-0000,Public       ,28,68,96,69,156,225
00103002,BISHOP STAT COMM CLG-SW CMPS            ,AL,36605-0000,Public       ,17,33,50,53,90,143
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,320,569,889,742,1161,1903
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,416,173,589,1527,542,2069
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,246,397,643,654,748,1402
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,166,294,460,2243,1997,4240
00103700,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,0,0,0,1,0,1
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,196,411,607,680,1076,1756
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,642,600,1242,1972,1688,3660
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,113,121,234,1444,434,1878
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,242,109,351,1344,344,1688
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,143,53,196,464,112,576
00104700,TROY STATE UNIVERSITY                   ,AL,36082-0001,Public       ,1213,5441,6654,5098,15436,20534
00104754,TROY UNIVERSITY - DOTHAN                ,AL,36303-1575,Public       ,0,0,0,127,375,502
00104755,TROY UNIVERSITY - MONTGOMERY            ,AL,36103-4419,Public       ,0,0,0,251,1053,1304
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,292,148,440,3987,837,4824
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,1612,1384,2996,11758,5852,17610
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,1061,1636,2697,6520,6966,13486
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,592,692,1284,3107,2409,5516
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,1134,1780,2914,4979,6397,11376
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,763,1043,1806,1510,2326,3836
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,77,176,253,221,475,696
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,601,667,1268,1673,1640,3313
00446200,GADSDEN BUSINESS COLLEGE                ,AL,35906-3658,Proprietary  ,1,5,6,2,11,13
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,119,316,435,250,750,1000
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,759,955,1714,2348,2156,4504
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,113,263,376,199,427,626
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,454,642,1096,1433,1613,3046
00569702,NORTHWEST-SHOALS C.C.-PHIL CAMPBELL     ,AL,35581-0000,Public       ,32,46,78,145,141,286
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,386,577,963,793,1149,1942
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,336,617,953,841,1513,2354
00573301,BEVILL STATE COMMUNITY COLLEGE - FAYETTE,AL,35555-0000,Public       ,91,156,247,317,401,718
00573302,BEVILL STATE CMTY CLG-HAMILTON CAMP     ,AL,35570-0000,Public       ,41,96,137,126,257,383
00573305,BEVILL STATE CMTY CLG-WALKER CLG        ,AL,35501-0000,Public       ,72,101,173,266,290,556
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,243,530,773,422,1074,1496
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,71,144,215,192,367,559
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,692,988,1680,1842,2625,4467
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,570,915,1485,2277,2803,5080
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,224,349,573,565,763,1328
01019300,HERZING COLLEGE                         ,AL,35209-4816,Proprietary  ,52,151,203,122,509,631
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,139,136,275,368,338,706
01123700,SOUTHERN COMMUNITY COLLEGE              ,AL,36083-1803,Private      ,0,0,0,8,10,18
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,211,437,648,569,1077,1646
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,85,284,369,205,705,910
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,6,188,194,20,474,494
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,4,22,26,13,48,61
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,33,59,92,90,137,227
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,11,17,28,38,68,106
02323800,GAITHER AND COMPANY BEAUTY COLLEGE      ,AL,35768-0000,Proprietary  ,1,9,10,1,12,13
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,52,178,230,178,650,828
02341002,CAPPS COLLEGE - MONTGOMERY              ,AL,36109-3624,Proprietary  ,7,31,38,31,79,110
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,9,369,378,22,749,771
02605500,REMINGTON COLLEGE - MOBILE CAMPUS       ,AL,36609-5593,Proprietary  ,166,542,708,372,1441,1813
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,434,3099,3533,883,7021,7904
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35805-0000,Proprietary  ,25,79,104,87,247,334
03010605,VA COLG TECHNICAL AT PELHAM             ,AL,35124-0000,Proprietary  ,1,6,7,7,10,17
03010607,VIRGINIA COLLEGE - MOBILE               ,AL,36606-4748,Proprietary  ,1,14,15,1,14,15
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-8308,Proprietary  ,4,29,33,20,49,69
03100503,VIRGINIA COLLEGE AT PENSACOLA - VIRGINIA,AL,35242-5340,Proprietary  ,6,46,52,58,274,332
03361400,FORTIS COLLEGE                          ,AL,36535-3547,Proprietary  ,18,59,77,53,220,273
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,5,58,63,15,112,127
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,20,50,70,43,98,141
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,1,12,13,6,29,35
04067300,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,3,23,26,3,23,26
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,523,749,1272,2188,2326,4514
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,886,1760,2646,2800,4296,7096
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,110,145,255,1030,1155,2185
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,323,1389,1712,4979,4167,9146
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,749,1273,2022,5484,5196,10680
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,265,901,1166,425,1691,2116
00112000,AMER BAPT SEM OF THE WEST-BERKELEY      ,CA,94704-0000,Private      ,0,7,7,0,45,45
00112100,BETHANY UNIVERSITY /  ASSEMBLIES OF GOD ,CA,95066-2896,Private      ,40,75,115,415,336,751
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,202,286,488,4209,1692,5901
00112300,BROOKS INSTITUTE                        ,CA,93103-1809,Proprietary  ,240,145,385,1536,899,2435
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,428,758,1186,2077,2684,4761
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,194,624,818,2739,1981,4720
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,75,99,174,1299,1171,2470
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,32,20,52,2080,298,2378
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,35,30,65,1210,1183,2393
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,103,263,366,2231,1095,3326
00113400,CALIFORNIA MARITIME ACADEMY             ,CA,94590-8181,Public       ,39,23,62,565,184,749
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,1356,1819,3175,23848,12034,35882
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,425,1034,1459,5840,6540,12380
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,1002,1590,2592,29205,14304,43509
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,685,1695,2380,15654,12539,28193
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,402,1445,1847,7793,7750,15543
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,786,1790,2576,10625,9219,19844
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,803,423,1226,18881,2941,21822
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,869,914,1783,16809,5989,22798
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,713,738,1451,11674,4950,16624
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,847,1359,2206,14789,8391,23180
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,365,445,810,6497,3540,10037
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,925,1694,2619,16796,12169,28965
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,1749,1907,3656,28336,12958,41294
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,1277,2122,3399,21800,13014,34814
00115301,CALIF STATE UNIV CHANNEL ISLANDS        ,CA,93012-0000,Public       ,93,146,239,2089,921,3010
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,848,1600,2448,20033,13764,33797
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,1009,1595,2604,17313,11188,28501
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,237,359,596,6466,2666,9132
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,313,756,1069,5417,3943,9360
00115800,UNITED STATES INTERNATIONAL UNIV        ,CA,92131-1799,Private      ,9,123,132,45,720,765
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,1451,1533,2984,6729,4942,11671
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,528,881,1409,2702,3100,5802
00116300,CHAFFEY COLLEGE                         ,CA,91737-9400,Public       ,1290,1825,3115,5101,5789,10890
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,271,1988,2259,5126,6653,11779
00116453,CHAPMAN UNIVERSITY SCHOOL OF LAW        ,CA,92866-0000,Private      ,4,78,82,81,1401,1482
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,3,3,0,74,74
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,857,837,1694,3762,2536,6298
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-0000,Private      ,0,211,211,9,1429,1438
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,24,4,28,2320,54,2374
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,9,2,11,1543,18,1561
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,21,13,34,2073,112,2185
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,40,12,52,2987,62,3049
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,43,4,47,1219,62,1281
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,169,329,498,1507,1464,2971
00117700,COGSWELL POLYTECHNICAL COLLEGE          ,CA,94089-1210,Private      ,10,11,21,104,53,157
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,109,286,395,538,1093,1631
00117801,COLG OF MARIN-INDIAN VALLEY CMPS        ,CA,94949-0000,Public       ,7,14,21,23,65,88
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,77,155,232,628,643,1271
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,251,376,627,1321,1126,2447
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,465,642,1107,2122,2079,4201
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,45,174,219,528,598,1126
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,300,706,1006,1689,2471,4160
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,587,1099,1686,3524,3738,7262
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,180,241,421,736,696,1432
00118701,COLLEGE OF THE SISKIYOUS - YREKA CENTER ,CA,96097-9538,Public       ,4,5,9,22,29,51
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,316,580,896,1089,1675,2764
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,561,627,1188,2561,2114,4675
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,383,485,868,2400,1965,4365
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,629,958,1587,3116,2954,6070
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,72,143,215,1790,969,2759
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,1191,1401,2592,5748,4610,10358
00119701,COMPTON COMMUNITY COLLEGE               ,CA,90221-5393,Public       ,243,542,785,569,1121,1690
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,229,451,680,1086,1546,2632
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,0,215,215,10,1900,1910
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,1070,1076,2146,4888,3181,8069
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,230,391,621,859,1044,1903
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,1041,1281,2322,4550,3726,8276
00120400,GOLDEN GATE BAPT THEOL SEMINARY         ,CA,94941-0000,Private      ,0,11,11,1,35,36
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,10,407,417,53,2514,2567
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,724,915,1639,3752,2984,6736
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,23,23,0,309,309
00120800,GROSSMONT COLLEGE                       ,CA,92020-1798,Public       ,1019,1391,2410,3955,3849,7804
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,573,631,1204,1678,1481,3159
00121200,HUMPHREYS COLLEGE                       ,CA,95207-3896,Private      ,23,159,182,168,698,866
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,1067,1174,2241,3135,2437,5572
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,223,181,404,1507,596,2103
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,132,1189,1321,2267,4787,7054
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,133,177,310,339,408,747
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,89,439,528,635,4008,4643
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,1527,2543,4070,6999,7835,14834
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,47,56,103,984,271,1255
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,803,1674,2477,3119,5709,8828
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,479,687,1166,1641,2177,3818
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,928,966,1894,4126,2931,7057
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,551,1277,1828,2037,3737,5774
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,799,1031,1830,3404,3628,7032
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,2,38,40,12,483,495
00123000,SOUTHERN CA COLLEGE OF OPTOMETRY        ,CA,92831-1699,Private      ,0,10,10,9,466,475
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,1046,2414,3460,5393,8945,14338
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,971,1803,2774,6042,6834,12876
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,65,42,107,741,123,864
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,615,960,1575,3208,3096,6304
00123800,MILLS COLLEGE                           ,CA,94613-1301,Private      ,31,86,117,1130,1020,2150
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,303,582,885,1455,1831,3286
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,842,1398,2240,5014,5219,10233
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,242,351,593,944,1042,1986
00124300,MOUNT ST MARYS COLLEGE                  ,CA,90049-1599,Private      ,54,209,263,1798,1365,3163
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,1612,1640,3252,7811,5333,13144
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,697,1248,1945,2817,4136,6953
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,207,381,588,974,1273,2247
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,36,15,51,3210,139,3349
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,1072,1201,2273,6092,3648,9740
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,69,58,127,1263,495,1758
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,68,154,222,539,458,997
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,124,344,468,1439,1349,2788
00125302,FRESNO PACIFIC UNIVERSITY - VISALIA CENT,CA,93277-8341,Private      ,3,39,42,22,156,178
00125303,FRESNO PACIFIC UNIVERSITY - BAKERSFIELD ,CA,93301-4533,Private      ,1,30,31,20,124,144
00125400,PACIFIC LUTHERAN THEOLOGICAL SEM        ,CA,94708-0000,Private      ,0,10,10,0,89,89
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3592,Private      ,4,145,149,22,900,922
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,6,6,0,172,172
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,257,102,359,1259,345,1604
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,70,169,239,131,298,429
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,832,1046,1878,3675,3462,7137
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,1688,1428,3116,8809,4932,13741
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,126,391,517,2876,951,3827
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,441,1083,1524,2058,3552,5610
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,244,711,955,958,2079,3037
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,233,466,699,1166,1398,2564
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,842,963,1805,4248,2947,7195
00127000,RIVERSIDE COMMUNITY COLLEGE             ,CA,92506-1299,Public       ,2654,3536,6190,10039,10417,20456
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,690,1616,2306,2957,4876,7833
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,1001,2258,3259,3865,5914,9779
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,1255,1625,2880,4797,4507,9304
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,17,6,23,260,302,562
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY      ,CA,94960-0000,Private      ,0,16,16,0,84,84
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,1251,2207,3458,5443,6510,11953
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3707,Private      ,28,60,88,385,262,647
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,499,918,1417,2084,2960,5044
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,614,970,1584,3150,2822,5972
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,627,670,1297,3218,2035,5253
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,1327,1141,2468,7462,4105,11567
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,504,975,1479,2934,3432,6366
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,0,28,28,4,162,166
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,456,1079,1535,2436,3132,5568
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,651,1111,1762,3411,3977,7388
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,73,138,211,993,599,1592
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,409,807,1216,1752,2794,4546
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,116,166,282,1826,720,2546
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,1089,1126,2215,5233,3799,9032
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,0,69,69,11,2065,2076
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,0,6,6,2,28,30
00129900,ST JOHN'S SEMINARY COLLEGE              ,CA,93010-0000,Private      ,0,0,0,2,5,7
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-2744,Private      ,140,229,369,3301,1025,4326
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,290,230,520,12890,2509,15399
00130501,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5301,Private      ,2,94,96,43,676,719
00130502,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5015,Private      ,0,100,100,14,927,941
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-3096,Private      ,5,32,37,19,1714,1733
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,1217,2254,3471,9087,8340,17427
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,659,1034,1693,3982,3554,7536
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,177,196,373,532,532,1064
00131200,UNIVERSITY OF CALIFORNIA-BERKELEY       ,CA,94720-1520,Public       ,510,880,1390,35036,15182,50218
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,736,693,1429,32249,10628,42877
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-2825,Public       ,585,590,1175,32773,7237,40010
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,842,2035,2877,43089,19542,62631
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,6,20,26,95,709,804
