OPE ID,School,State,Zip Code,School Type,20072008Qtr5_Dependent Students,20072008Qtr5_Independent Students,Quarterly Total,YTD_20072008Qtr5_Dependent Students,YTD_20072008Qtr5_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,110,97,207,5208,2734,7942
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,30,210,240,1300,3196,4496
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,42,29,71,1685,950,2635
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,161,175,336,7044,3922,10966
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,43,100,143,989,1653,2642
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,9,72,81,503,2359,2862
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,237,145,382,12175,4520,16695
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,17,17,34,1495,234,1729
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,153,280,433,3122,4769,7891
00101500,ENTERPRISE-OZARK COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,37,103,140,854,1147,2001
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,89,82,171,3155,2199,5354
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,108,272,380,1971,3188,5159
00101706,GADSDEN STATE COMM. COLLEGE-AYERS CAMPUS,AL,36202-0000,Public       ,0,0,0,208,346,554
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,63,167,230,1247,2657,3904
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,21,27,48,927,362,1289
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,92,180,272,5078,4268,9346
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,28,64,92,424,718,1142
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,102,259,361,2620,4811,7431
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,5,19,24,291,120,411
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,51,269,320,1617,3409,5026
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,12,1,13,321,28,349
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,61,64,125,2065,1214,3279
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,21,47,68,1099,1456,2555
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,38,154,192,1146,2858,4004
00103001,BISHOP STATE COMM COLG-CARVER CMPS      ,AL,36617-0000,Public       ,2,9,11,79,205,284
00103002,BISHOP STAT COMM CLG-SW CMPS            ,AL,36605-0000,Public       ,1,10,11,63,116,179
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,48,104,152,845,1450,2295
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,43,30,73,1603,610,2213
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,39,70,109,763,978,1741
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,24,40,64,2313,2126,4439
00103700,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,0,0,0,1,0,1
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,29,70,99,770,1319,2089
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,102,140,242,2272,2114,4386
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,20,18,38,1485,504,1989
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,38,11,49,1411,369,1780
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,11,5,16,485,126,611
00104700,TROY STATE UNIVERSITY                   ,AL,36082-0001,Public       ,184,1277,1461,5577,18644,24221
