OPE ID,School,State,Zip Code,School Type,20152016Qtr3_Dependent Students,20152016Qtr3_Independent Students,Quarterly Total,YTD_20152016Qtr3_Dependent Students,YTD_20152016Qtr3_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,1009,1070,2079,6385,3449,9834
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,275,1066,1341,1928,3592,5520
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,309,272,581,2486,1218,3704
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,1310,1377,2687,8730,4840,13570
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,334,446,780,1308,1326,2634
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,170,794,964,853,2848,3701
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,1676,1272,2948,19014,6322,25336
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,124,156,280,2213,631,2844
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-0000,Public       ,1303,2002,3305,4880,6189,11069
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,278,396,674,1049,1119,2168
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,848,711,1559,5379,2645,8024
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,822,1465,2287,2913,4151,7064
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,689,1188,1877,2383,3525,5908
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,224,216,440,1524,698,2222
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,984,1188,2172,6530,4451,10981
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,185,293,478,614,727,1341
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,1233,2035,3268,4637,6658,11295
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,35,77,112,314,178,492
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,419,1308,1727,2520,3477,5997
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,112,24,136,584,77,661
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,604,401,1005,2655,1158,3813
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,323,540,863,1798,1672,3470
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,755,1276,2031,2206,3803,6009
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,464,596,1060,1246,1350,2596
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,409,270,679,1795,929,2724
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,260,282,542,1104,781,1885
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,307,598,905,3810,2824,6634
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,319,529,848,1704,1611,3315
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,704,848,1552,3474,2825,6299
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,181,199,380,2522,759,3281
00104400,STILLMAN COLLEGE                        ,AL,35403-0000,Private      ,300,194,494,1826,651,2477
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,242,167,409,1220,482,1702
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,1415,4707,6122,8719,14923,23642
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,424,228,652,5192,1382,6574
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,2902,2301,5203,28917,10035,38952
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,1660,2802,4462,11081,11642,22723
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,841,1125,1966,5370,3951,9321
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,1695,2427,4122,10809,9671,20480
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,772,1140,1912,2340,3036,5376
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,274,429,703,824,1239,2063
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,831,1039,1870,3501,3196,6697
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,238,622,860,645,1602,2247
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,880,1049,1929,3435,3189,6624
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,104,235,339,246,559,805
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,671,899,1570,2120,2108,4228
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,398,645,1043,1068,1530,2598
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,574,894,1468,2103,2488,4591
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,302,617,919,791,1688,2479
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,180,321,501,496,980,1476
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,800,941,1741,3652,3389,7041
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,596,926,1522,4715,3920,8635
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,245,384,629,1024,1020,2044
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,194,150,344,813,426,1239
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,291,659,950,1064,1836,2900
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,105,394,499,311,1284,1595
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,5,181,186,27,561,588
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,11,42,53,29,86,115
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,11,57,68,86,216,302
02285000,PAUL MITCHELL THE SCHOOL HUNTSVILLE     ,AL,35758-0000,Proprietary  ,23,49,72,73,156,229
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,2,18,20,16,100,116
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,187,576,763,585,2055,2640
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,25,421,446,87,974,1061
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,1129,4940,6069,3350,17841,21191
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35801-5608,Proprietary  ,53,185,238,203,738,941
03010607,VIRGINIA COLLEGE - MOBILE               ,AL,36608-1626,Proprietary  ,51,173,224,160,621,781
03010616,VIRGINIA COLLEGE - MONTGOMERY           ,AL,36117-2802,Proprietary  ,68,225,293,240,832,1072
03026516,REMINGTON COLLEGE - MOBILE              ,AL,36609-5593,Private      ,48,158,206,183,494,677
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-0000,Proprietary  ,21,40,61,82,148,230
03361400,FORTIS COLLEGE                          ,AL,36535-0000,Proprietary  ,52,162,214,129,530,659
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,6,51,57,20,102,122
03709302,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATH,AL,36832-6330,Private      ,2,21,23,2,23,25
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,33,86,119,70,250,320
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,9,118,127,27,244,271
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRAS,AL,36604-1411,Proprietary  ,14,66,80,57,224,281
04067300,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,81,192,273,215,414,629
04121500,COLUMBIA SOUTHERN UNIVERSITY            ,AL,36561-3815,Proprietary  ,149,3834,3983,553,15250,15803
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,29,51,80,103,175,278
04187200,NEW BEGINNING COLLEGE OF COSMETOLOGY    ,AL,35950-2415,Proprietary  ,7,29,36,41,112,153
04187300,HAIR ACADEMY (THE)                      ,AL,36111-2201,Proprietary  ,8,29,37,42,107,149
04197500,UNIVERSITY ACADEMY OF HAIR DESIGN       ,AL,35476-3100,Proprietary  ,11,18,29,42,67,109
04211000,SALON PROFESSIONAL ACADEMY (THE)        ,AL,35816-1849,Proprietary  ,17,35,52,58,116,174
04217900,NUNATION SCHOOL OF COSMETOLOGY          ,AL,35064-2222,Proprietary  ,0,0,0,8,19,27
04226700,ALABAMA COLLEGE OF OSTEOPATHIC MEDICINE ,AL,36303-2251,Private      ,5,40,45,36,636,672
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,588,1062,1650,4656,4914,9570
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,965,2331,3296,7313,10311,17624
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,131,193,324,1823,1367,3190
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,456,2006,2462,9943,8680,18623
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,1017,2151,3168,11674,11008,22682
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,459,1372,1831,1353,3563,4916
00112000,AMER BAPT SEM OF THE WEST-BERKELEY      ,CA,94704-0000,Private      ,0,17,17,8,70,78
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,277,316,593,5890,2164,8054
00112300,BROOKS INSTITUTE                        ,CA,93103-1809,Proprietary  ,31,43,74,313,293,606
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,611,1101,1712,4672,4495,9167
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,355,1382,1737,7853,6539,14392
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,118,174,292,2172,1499,3671
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,124,81,205,3756,632,4388
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,142,120,262,2679,1560,4239
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,173,312,485,5042,1672,6714
00113400,CALIFORNIA MARITIME ACADEMY             ,CA,94590-8181,Public       ,34,38,72,1232,403,1635
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,1383,2434,3817,53257,23974,77231
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,499,1430,1929,18458,13391,31849
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,1360,1984,3344,60699,26163,86862
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,1013,2208,3221,40472,23975,64447
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,355,1351,1706,19903,15861,35764
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,727,1631,2358,23306,14509,37815
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,647,306,953,43114,4826,47940
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,741,1057,1798,39409,12961,52370
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,540,630,1170,25719,7337,33056
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,775,1350,2125,29470,13377,42847
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,319,342,661,14577,4881,19458
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,784,1594,2378,36024,20357,56381
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,1796,2377,4173,62119,21175,83294
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,1152,2193,3345,48812,23870,72682
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,964,1650,2614,40724,17622,58346
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,825,1445,2270,35456,17102,52558
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,214,335,549,14542,3758,18300
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,214,565,779,11256,6489,17745
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,2198,3286,5484,16487,13239,29726
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,690,1312,2002,6173,6422,12595
00116300,CHAFFEY COLLEGE                         ,CA,91737-9400,Public       ,2308,3614,5922,14885,14524,29409
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,369,405,774,12201,4285,16486
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,13,13,1,74,75
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,1620,1965,3585,9710,7202,16912
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-0000,Private      ,1,257,258,28,1660,1688
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,41,23,64,3713,204,3917
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,25,9,34,2743,94,2837
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,32,16,48,2604,189,2793
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,61,38,99,4660,283,4943
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,28,11,39,1957,134,2091
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,137,262,399,1494,1239,2733
00117700,COGSWELL POLYTECHNICAL COLLEGE          ,CA,94089-1210,Proprietary  ,40,15,55,582,229,811
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,156,391,547,1074,1617,2691
00117801,COLG OF MARIN-INDIAN VALLEY CMPS        ,CA,94949-0000,Public       ,39,140,179,332,550,882
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,53,204,257,1468,1178,2646
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,430,611,1041,3416,2563,5979
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,1110,1859,2969,6262,6290,12552
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,60,145,205,913,830,1743
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,299,742,1041,2467,3299,5766
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,708,1291,1999,6980,6347,13327
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,111,207,318,938,951,1889
00118701,COLLEGE OF THE SISKIYOUS - YREKA CENTER ,CA,96097-9538,Public       ,15,68,83,121,300,421
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,379,807,1186,2355,3162,5517
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,907,1298,2205,6426,5696,12122
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,548,843,1391,4244,3591,7835
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,1258,1990,3248,11231,8546,19777
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,33,125,158,2493,1117,3610
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,1782,2653,4435,15490,12389,27879
00119701,COMPTON COMMUNITY COLLEGE               ,CA,90221-5393,Public       ,607,1377,1984,3677,5278,8955
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,669,1105,1774,4127,4454,8581
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,3,298,301,15,2062,2077
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,2038,2483,4521,15419,9673,25092
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,392,504,896,2043,1965,4008
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,1318,2099,3417,9684,8795,18479
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,31,469,500,238,2424,2662
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,975,1496,2471,9217,7270,16487
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,16,16,1,230,231
00120800,GROSSMONT COLLEGE                       ,CA,92020-1799,Public       ,1838,3121,4959,9756,10615,20371
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,552,741,1293,4481,3240,7721
00121200,HUMPHREYS COLLEGE                       ,CA,95207-3896,Private      ,41,202,243,270,922,1192
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,1064,1414,2478,4872,3811,8683
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,206,282,488,3596,1449,5045
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,209,1386,1595,6052,6662,12714
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,96,137,233,526,500,1026
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,100,487,587,1230,5558,6788
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,2698,4227,6925,18053,15279,33332
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,48,80,128,1303,447,1750
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,1315,3531,4846,9967,15808,25775
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,663,1180,1843,4468,5216,9684
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,1500,2462,3962,12601,11777,24378
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,1125,3259,4384,6999,13572,20571
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,1185,2417,3602,9040,11053,20093
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,5,122,127,49,727,776
00123000,MARSHALL B. KETCHUM UNIVERSITY          ,CA,92831-1699,Private      ,1,15,16,12,615,627
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,1222,3225,4447,14013,19987,34000
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,1045,2564,3609,13980,15708,29688
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,51,27,78,1150,181,1331
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,809,1266,2075,6521,5642,12163
00123800,MILLS COLLEGE                           ,CA,94613-1301,Private      ,51,203,254,1416,1630,3046
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,1027,2122,3149,5647,7789,13436
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,1030,2092,3122,10311,11307,21618
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,425,673,1098,3172,2865,6037
00124300,MOUNT ST MARYS COLLEGE                  ,CA,90049-1599,Private      ,67,393,460,3589,2630,6219
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,2718,3751,6469,20075,15596,35671
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,1331,2631,3962,9608,12139,21747
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,435,635,1070,2980,2646,5626
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,50,50,100,4854,340,5194
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,1485,2269,3754,13791,10451,24242
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,89,104,193,1848,764,2612
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,54,154,208,921,953,1874
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,176,846,1022,2423,4083,6506
00125400,PACIFIC LUTHERAN THEOLOGICAL SEM        ,CA,94708-0000,Private      ,0,3,3,2,45,47
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3606,Private      ,5,340,345,59,1517,1576
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,21,21,1,165,166
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,163,107,270,1950,533,2483
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,110,217,327,273,472,745
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,1226,2208,3434,10273,9577,19850
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,2725,3597,6322,18609,13282,31891
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,178,460,638,4311,1732,6043
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,711,2176,2887,4051,7647,11698
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,438,1387,1825,2561,4917,7478
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,269,450,719,2312,2113,4425
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,1787,2334,4121,11898,8662,20560
00127000,RIVERSIDE CITY COLLEGE                  ,CA,92506-1299,Public       ,2404,3610,6014,19317,16851,36168
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,1476,3550,5026,9884,13491,23375
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,2067,5177,7244,11324,15734,27058
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,2465,4926,7391,12360,14340,26700
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,27,40,67,282,355,637
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY      ,CA,94960-0000,Private      ,0,11,11,10,67,77
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,1498,2615,4113,9899,10486,20385
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3707,Private      ,69,112,181,1274,683,1957
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,629,1506,2135,4848,6027,10875
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,1141,1920,3061,9368,7836,17204
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,891,1274,2165,9183,5762,14945
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,2201,2709,4910,19647,12612,32259
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,958,1741,2699,6208,6326,12534
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,0,45,45,8,282,290
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,459,1138,1597,3566,4852,8418
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,1005,1884,2889,8558,9071,17629
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,35,152,187,1173,1093,2266
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,593,1228,1821,3786,5209,8995
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,84,186,270,2247,1124,3371
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,1463,2078,3541,10363,8650,19013
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,4,118,122,61,2017,2078
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,0,4,4,4,34,38
00129900,ST JOHN'S SEMINARY COLLEGE              ,CA,93010-0000,Private      ,0,0,0,3,8,11
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-2744,Private      ,167,256,423,5013,1484,6497
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,600,392,992,26264,3119,29383
00130501,STANFORD UNIVERSITY - SCHOOL OF MEDICINE,CA,94305-5404,Private      ,32,109,141,240,856,1096
00130502,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-7298,Private      ,9,201,210,88,2255,2343
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-8610,Private      ,24,125,149,175,2062,2237
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,1324,3200,4524,16454,16747,33201
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,707,1150,1857,7592,5558,13150
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,288,478,766,1910,1814,3724
00131200,"UNIVERSITY OF CALIFORNIA, BERKELEY      ",CA,94720-1520,Public       ,1135,1539,2674,62072,18758,80830
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,693,889,1582,58196,15180,73376
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-2825,Public       ,656,987,1643,65393,14267,79660
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,1572,2103,3675,78930,25695,104625
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,20,51,71,251,1039,1290
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,7,16,23,111,196,307
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,616,880,1496,44068,10068,54136
00131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO      ,CA,92093-0013,Public       ,750,824,1574,58180,11049,69229
00131900,UNIVERSITY OF CALIFORNIA-SFRANCISCO     ,CA,94143-0246,Public       ,135,309,444,1553,4301,5854
00132000,UNIVERSITY OF CALIFORNIA-SANTA BARB     ,CA,93106-3180,Public       ,659,438,1097,56510,7376,63886
00132100,UNIVERSITY OF CALIFORNIA-SANTA CRUZ     ,CA,95064-0001,Public       ,509,371,880,40722,5539,46261
00132200,UNIVERSITY OF REDLANDS                  ,CA,92373-0999,Private      ,131,647,778,5495,3271,8766
00132500,UNIVERSITY OF SAN FRANCISCO             ,CA,94117-1080,Private      ,262,888,1150,12772,7391,20163
00132600,SANTA CLARA UNIVERSITY                  ,CA,95053-4956,Private      ,270,302,572,10727,2980,13707
00132604,JESUIT SCHOOL OF THEOLOGY - BERKELEY    ,CA,94709-1193,Private      ,0,5,5,1,56,57
