OPE ID,School,State,Zip Code,School Type,20152016Qtr1_Dependent Students,20152016Qtr1_Independent Students,Quarterly Total,YTD_20152016Qtr1_Dependent Students,YTD_20152016Qtr1_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,3700,1215,4915,3700,1215,4915
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,1217,1172,2389,1217,1172,2389
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,1442,483,1925,1442,483,1925
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,5229,1840,7069,5229,1840,7069
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,670,418,1088,670,418,1088
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,329,849,1178,329,849,1178
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,14136,2954,17090,14136,2954,17090
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,1747,273,2020,1747,273,2020
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-0000,Public       ,1808,1706,3514,1808,1706,3514
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,457,311,768,457,311,768
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,2725,849,3574,2725,849,3574
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,1211,1188,2399,1211,1188,2399
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,989,993,1982,989,993,1982
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,831,218,1049,831,218,1049
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,3495,1481,4976,3495,1481,4976
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,205,200,405,205,200,405
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,1648,2061,3709,1648,2061,3709
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,168,56,224,168,56,224
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,1326,972,2298,1326,972,2298
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,293,29,322,293,29,322
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,1263,381,1644,1263,381,1644
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,853,508,1361,853,508,1361
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,662,1083,1745,662,1083,1745
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,363,281,644,363,281,644
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,834,310,1144,834,310,1144
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,427,205,632,427,205,632
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,2902,1128,4030,2902,1128,4030
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,877,503,1380,877,503,1380
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,1566,949,2515,1566,949,2515
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,1840,304,2144,1840,304,2144
00104400,STILLMAN COLLEGE                        ,AL,35403-0000,Private      ,1011,228,1239,1011,228,1239
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,660,183,843,660,183,843
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,4688,4774,9462,4688,4774,9462
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,3812,753,4565,3812,753,4565
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,20612,4173,24785,20612,4173,24785
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,6322,4248,10570,6322,4248,10570
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,2948,1205,4153,2948,1205,4153
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,5498,3360,8858,5498,3360,8858
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,789,804,1593,789,804,1593
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,286,374,660,286,374,660
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,1230,950,2180,1230,950,2180
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,173,401,574,173,401,574
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,1384,924,2308,1384,924,2308
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,54,111,165,54,111,165
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,847,473,1320,847,473,1320
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,311,384,695,311,384,695
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,981,757,1738,981,757,1738
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,201,473,674,201,473,674
