OPE ID,School,State,Zip Code,School Type,20142015Qtr6_Dependent Students,20142015Qtr6_Independent Students,Quarterly Total,YTD_20142015Qtr6_Dependent Students,YTD_20142015Qtr6_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,60,48,108,6760,3899,10659
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,23,132,155,2384,4546,6930
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,12,34,46,2682,1580,4262
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,185,132,317,10171,5981,16152
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,27,67,94,1529,1856,3385
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,6,86,92,1024,3594,4618
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,88,173,261,20331,7555,27886
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,14,17,31,2147,838,2985
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-0000,Public       ,122,252,374,5629,8444,14073
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,35,52,87,1377,1683,3060
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,44,72,116,5714,3168,8882
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,52,186,238,3430,5760,9190
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,85,152,237,2744,4675,7419
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,10,16,26,1607,929,2536
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,62,106,168,7362,5825,13187
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,24,35,59,660,1006,1666
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,72,281,353,5395,9171,14566
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,3,40,43,349,296,645
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,26,164,190,2706,4745,7451
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,3,1,4,638,106,744
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,99,35,134,2909,1495,4404
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,18,65,83,2096,2261,4357
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,67,175,242,2843,5372,8215
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,83,106,189,1562,1966,3528
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,5,19,24,2023,1187,3210
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,58,33,91,1259,1074,2333
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,15,69,84,4055,3333,7388
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,37,59,96,1844,1969,3813
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,51,97,148,3835,3593,7428
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,9,23,32,2657,1033,3690
00104400,STILLMAN COLLEGE                        ,AL,35403-0000,Private      ,26,20,46,2084,852,2936
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,92,24,116,1387,596,1983
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,97,539,636,9566,20540,30106
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,31,12,43,5289,1551,6840
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,139,246,385,29688,12446,42134
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,92,284,376,12773,14453,27226
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,52,99,151,5491,5038,10529
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,89,268,357,11740,11789,23529
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,76,160,236,2619,4160,6779
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,23,51,74,902,1671,2573
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,83,132,215,3935,4142,8077
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,35,78,113,776,2357,3133
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,78,151,229,4424,4259,8683
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,12,42,54,308,757,1065
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,165,148,313,3035,2857,5892
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,103,83,186,1469,1946,3415
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,56,157,213,2527,3472,5999
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,39,100,139,988,2268,3256
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,17,55,72,599,1353,1952
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,115,121,236,4037,4472,8509
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,62,124,186,4989,5088,10077
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,38,60,98,1233,1306,2539
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,31,17,48,830,523,1353
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,35,93,128,1312,2485,3797
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,24,104,128,481,2006,2487
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,1,18,19,46,830,876
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,0,4,4,31,95,126
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,1,5,6,124,322,446
02285000,PAUL MITCHELL THE SCHOOL HUNTSVILLE     ,AL,35758-0000,Proprietary  ,3,2,5,119,207,326
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,0,4,4,47,286,333
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,36,124,160,782,2820,3602
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,6,46,52,129,1298,1427
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,522,2300,2822,5184,26578,31762
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35801-5608,Proprietary  ,4,18,22,240,1019,1259
03010607,VIRGINIA COLLEGE - MOBILE               ,AL,36608-1626,Proprietary  ,9,16,25,278,937,1215
03010616,VIRGINIA COLLEGE - MONTGOMERY           ,AL,36117-2802,Proprietary  ,12,21,33,423,1512,1935
03026516,REMINGTON COLLEGE - MOBILE              ,AL,36609-5593,Private      ,5,12,17,305,747,1052
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-0000,Proprietary  ,3,7,10,115,190,305
03361400,FORTIS COLLEGE                          ,AL,36535-0000,Proprietary  ,11,50,61,165,731,896
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,4,13,17,44,203,247
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,1,7,8,129,377,506
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,1,2,3,28,271,299
