OPE ID,School,State,Zip Code,School Type,20102011Qtr6_Dependent Students,20102011Qtr6_Independent Students,Quarterly Total,YTD_20102011Qtr6_Dependent Students,YTD_20102011Qtr6_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,32,55,87,6106,3532,9638
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,24,102,126,1635,4252,5887
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,9,32,41,2119,1586,3705
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,154,121,275,8563,5315,13878
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,50,129,179,1584,2498,4082
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,10,70,80,821,3524,4345
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,110,110,220,16613,6330,22943
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,6,10,16,2127,622,2749
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,91,293,384,5203,9087,14290
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,45,93,138,1389,2446,3835
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,44,62,106,4839,3039,7878
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,85,279,364,3611,7207,10818
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,91,194,285,2298,4988,7286
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,8,15,23,1309,610,1919
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,60,126,186,6598,6008,12606
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,34,41,75,734,1203,1937
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,79,297,376,4668,9040,13708
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,0,1,1,356,123,479
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,65,213,278,2146,5451,7597
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,6,1,7,596,79,675
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,31,34,65,2292,1479,3771
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,8,52,60,1460,1980,3440
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,68,227,295,2223,5323,7546
00103001,BISHOP STATE COMM COLG-CARVER CMPS      ,AL,36617-0000,Public       ,0,0,0,179,480,659
00103002,BISHOP STAT COMM CLG-SW CMPS            ,AL,36605-0000,Public       ,0,0,0,128,292,420
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,69,163,232,1451,2844,4295
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,7,15,22,1969,945,2914
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,53,55,108,1242,1498,2740
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,11,44,55,3175,3177,6352
00103700,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,0,0,0,0,3,3
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,11,59,70,1295,2266,3561
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,59,113,172,3275,3608,6883
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,7,22,29,2024,772,2796
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,18,13,31,2241,657,2898
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,4,11,15,688,432,1120
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,144,781,925,8659,27432,36091
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,38,17,55,4951,1306,6257
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,123,194,317,20303,10879,31182
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,75,235,310,9076,12086,21162
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,29,84,113,4354,4448,8802
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,87,212,299,8516,10307,18823
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,100,242,342,2905,5285,8190
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,23,70,93,662,1658,2320
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,59,131,190,3197,3929,7126
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,23,127,150,613,2260,2873
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,128,132,260,4747,4803,9550
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,16,50,66,337,988,1325
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,113,118,231,2339,3115,5454
00569702,NORTHWEST-SHOALS C.C.-PHIL CAMPBELL     ,AL,35581-0000,Public       ,0,0,0,334,351,685
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,78,141,219,1328,2336,3664
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,64,144,208,1641,3323,4964
00573301,BEVILL STATE COMMUNITY COLLEGE - FAYETTE,AL,35555-0000,Public       ,0,0,0,468,805,1273
00573302,BEVILL STATE CMTY CLG-HAMILTON CAMP     ,AL,35570-0000,Public       ,0,0,0,210,417,627
00573305,BEVILL STATE CMTY CLG-WALKER CLG        ,AL,35501-0000,Public       ,0,0,0,403,575,978
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,47,142,189,996,2606,3602
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,9,35,44,444,1022,1466
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,82,149,231,3518,5494,9012
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,74,114,188,3838,5156,8994
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,31,82,113,1111,1659,2770
00962107,HERZING UNIVERSITY - BIRMINGHAM         ,AL,35209-4816,Proprietary  ,5,44,49,153,1421,1574
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,54,8,62,747,509,1256
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,30,65,95,942,1774,2716
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,23,100,123,462,1869,2331
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,0,14,14,35,787,822
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,0,0,0,21,97,118
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,0,6,6,93,226,319
02285000,PAUL MITCHELL THE SCHOOL HUNTSVILLE     ,AL,35758-0000,Proprietary  ,4,13,17,76,136,212
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,0,2,2,31,227,258
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,49,166,215,712,1852,2564
02341002,CAPPS COLLEGE - MONTGOMERY              ,AL,36109-3624,Proprietary  ,0,0,0,60,190,250
02341004,FORTIS COLLEGE - SCHOOL OF COSMETOLOGY  ,AL,36609-1981,Proprietary  ,0,0,0,19,76,95
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,4,39,43,74,1088,1162
02605500,REMINGTON COLLEGE - MOBILE CAMPUS       ,AL,36609-5593,Proprietary  ,56,261,317,894,3037,3931
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,251,2151,2402,2225,23347,25572
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35805-0000,Proprietary  ,16,99,115,341,1923,2264
03010607,VIRGINIA COLLEGE - MOBILE               ,AL,36608-1626,Proprietary  ,34,161,195,301,1737,2038
03010616,VIRGINIA COLLEGE - MONTGOMERY           ,AL,36117-2802,Proprietary  ,42,177,219,559,2323,2882
03010803,TRI-STATE BUSINESS INSTITUTE - TRI-STATE,AL,35211-0000,Proprietary  ,0,0,0,16,75,91
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-8308,Proprietary  ,2,7,9,82,175,257
03361400,FORTIS COLLEGE                          ,AL,36535-3547,Proprietary  ,14,68,82,116,516,632
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,6,21,27,51,261,312
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,2,14,16,83,321,404
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,0,0,0,18,95,113
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRAS,AL,36604-1411,Proprietary  ,0,4,4,25,158,183
04067300,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,10,29,39,189,596,785
04121500,COLUMBIA SOUTHERN UNIVERSITY            ,AL,36561-3815,Proprietary  ,12,262,274,368,9844,10212
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,3,13,16,96,245,341
04187200,NEW BEGINNING COLLEGE OF COSMETOLOGY    ,AL,35950-2415,Proprietary  ,1,8,9,1,8,9
04187300,HAIR ACADEMY (THE)                      ,AL,36111-2201,Proprietary  ,2,7,9,2,7,9
