OPE ID,School,State,Zip Code,School Type,20072008Qtr1_Dependent Students,20072008Qtr1_Independent Students,Quarterly Total,YTD_20072008Qtr1_Dependent Students,YTD_20072008Qtr1_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,2160,755,2915,2160,755,2915
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,385,648,1033,385,648,1033
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,635,235,870,635,235,870
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,2987,1044,4031,2987,1044,4031
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,247,230,477,247,230,477
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,135,535,670,135,535,670
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,7152,1811,8963,7152,1811,8963
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,940,79,1019,940,79,1019
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,864,1059,1923,864,1059,1923
00101500,ENTERPRISE-OZARK COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,185,173,358,185,173,358
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,1103,430,1533,1103,430,1533
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,508,563,1071,508,563,1071
00101706,GADSDEN STATE COMM. COLLEGE-AYERS CAMPUS,AL,36202-0000,Public       ,68,103,171,68,103,171
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,267,386,653,267,386,653
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,462,86,548,462,86,548
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,2105,1162,3267,2105,1162,3267
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,93,108,201,93,108,201
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,614,923,1537,614,923,1537
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,111,26,137,111,26,137
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,584,675,1259,584,675,1259
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,79,6,85,79,6,85
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,564,245,809,564,245,809
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,501,361,862,501,361,862
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,192,491,683,192,491,683
00103001,BISHOP STATE COMM COLG-CARVER CMPS      ,AL,36617-0000,Public       ,7,36,43,7,36,43
00103002,BISHOP STAT COMM CLG-SW CMPS            ,AL,36605-0000,Public       ,7,21,28,7,21,28
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,170,213,383,170,213,383
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,631,191,822,631,191,822
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,169,133,302,169,133,302
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,1682,1028,2710,1682,1028,2710
00103700,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,1,0,1,1,0,1
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,222,266,488,222,266,488
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,526,414,940,526,414,940
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,975,167,1142,975,167,1142
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,606,118,724,606,118,724
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,152,28,180,152,28,180
00104700,TROY STATE UNIVERSITY                   ,AL,36082-0001,Public       ,1778,3291,5069,1778,3291,5069
00104754,TROY UNIVERSITY - DOTHAN                ,AL,36303-1575,Public       ,127,375,502,127,375,502
00104755,TROY UNIVERSITY - MONTGOMERY            ,AL,36103-4419,Public       ,251,1053,1304,251,1053,1304
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,2609,374,2983,2609,374,2983
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,6251,2140,8391,6251,2140,8391
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,3321,2690,6011,3321,2690,6011
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,1470,729,2199,1470,729,2199
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,1711,1812,3523,1711,1812,3523
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,270,514,784,270,514,784
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,56,116,172,56,116,172
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,378,316,694,378,316,694
00446200,GADSDEN BUSINESS COLLEGE                ,AL,35906-3658,Proprietary  ,0,5,5,0,5,5
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,46,157,203,46,157,203
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,705,450,1155,705,450,1155
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,28,37,65,28,37,65
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,374,354,728,374,354,728
00569702,NORTHWEST-SHOALS C.C.-PHIL CAMPBELL     ,AL,35581-0000,Public       ,43,32,75,43,32,75
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,147,208,355,147,208,355
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,195,339,534,195,339,534
00573301,BEVILL STATE COMMUNITY COLLEGE - FAYETTE,AL,35555-0000,Public       ,115,108,223,115,108,223
00573302,BEVILL STATE CMTY CLG-HAMILTON CAMP     ,AL,35570-0000,Public       ,32,73,105,32,73,105
00573305,BEVILL STATE CMTY CLG-WALKER CLG        ,AL,35501-0000,Public       ,94,75,169,94,75,169
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,58,178,236,58,178,236
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,48,77,125,48,77,125
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,443,611,1054,443,611,1054
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,855,789,1644,855,789,1644
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,122,142,264,122,142,264
01019300,HERZING COLLEGE                         ,AL,35209-4816,Proprietary  ,21,112,133,21,112,133
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,83,63,146,83,63,146
01123700,SOUTHERN COMMUNITY COLLEGE              ,AL,36083-1803,Private      ,8,10,18,8,10,18
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,135,228,363,135,228,363
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,39,131,170,39,131,170
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,4,119,123,4,119,123
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,5,6,11,5,6,11
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,30,29,59,30,29,59
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,2,11,13,2,11,13
02323800,GAITHER AND COMPANY BEAUTY COLLEGE      ,AL,35768-0000,Proprietary  ,0,3,3,0,3,3
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,19,104,123,19,104,123
02341002,CAPPS COLLEGE - MONTGOMERY              ,AL,36109-3624,Proprietary  ,10,22,32,10,22,32
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,5,128,133,5,128,133
02605500,REMINGTON COLLEGE - MOBILE CAMPUS       ,AL,36609-5593,Proprietary  ,37,259,296,37,259,296
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,68,789,857,68,789,857
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35805-0000,Proprietary  ,34,67,101,34,67,101
