OPE ID,School,State,Zip Code,School Type,20092010Qtr4_Dependent Students,20092010Qtr4_Independent Students,Quarterly Total,YTD_20092010Qtr4_Dependent Students,YTD_20092010Qtr4_Independent Students,Award Year To Date Total
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,413,1164,1577,3577,6814,10391
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,12,14,26,313,117,430
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,48,401,449,1721,4644,6365
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,22,6,28,551,75,626
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,69,103,172,2126,1314,3440
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,50,147,197,1196,1502,2698
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,215,706,921,1743,4364,6107
00103001,BISHOP STATE COMM COLG-CARVER CMPS      ,AL,36617-0000,Public       ,19,62,81,141,397,538
00103002,BISHOP STAT COMM CLG-SW CMPS            ,AL,36605-0000,Public       ,12,39,51,81,177,258
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,114,324,438,1285,2295,3580
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,45,62,107,1767,707,2474
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,96,268,364,1061,1286,2347
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,52,153,205,2738,2492,5230
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,89,282,371,1066,1896,2962
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,196,495,691,2824,3038,5862
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,28,54,82,1807,571,2378
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,44,34,78,2177,508,2685
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,19,30,49,572,327,899
00104700,TROY STATE UNIVERSITY                   ,AL,36082-0001,Public       ,382,2515,2897,7344,24143,31487
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,111,52,163,4590,1159,5749
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,526,656,1182,16979,8673,25652
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,317,774,1091,7561,9825,17386
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,153,338,491,3891,3589,7480
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,388,862,1250,7103,8655,15758
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,172,583,755,2321,4066,6387
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,32,140,172,433,1026,1459
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,246,475,721,2533,3102,5635
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,42,253,295,385,1703,2088
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,314,646,960,3567,3926,7493
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,40,142,182,303,801,1104
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,168,461,629,1863,2638,4501
00569702,NORTHWEST-SHOALS C.C.-PHIL CAMPBELL     ,AL,35581-0000,Public       ,10,47,57,217,283,500
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,92,277,369,1065,1853,2918
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,132,417,549,1185,2418,3603
00573301,BEVILL STATE COMMUNITY COLLEGE - FAYETTE,AL,35555-0000,Public       ,35,83,118,458,758,1216
00573302,BEVILL STATE CMTY CLG-HAMILTON CAMP     ,AL,35570-0000,Public       ,13,53,66,195,373,568
00573305,BEVILL STATE CMTY CLG-WALKER CLG        ,AL,35501-0000,Public       ,36,94,130,367,561,928
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,114,379,493,788,2037,2825
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,31,98,129,346,652,998
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,252,640,892,3036,4591,7627
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,161,446,607,2889,4088,6977
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,77,212,289,861,1406,2267
01019300,HERZING COLLEGE                         ,AL,35209-4816,Proprietary  ,16,159,175,118,992,1110
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,21,45,66,576,430,1006
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,66,182,248,833,1771,2604
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,37,164,201,298,1237,1535
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,1,161,162,26,750,776
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,0,7,7,21,78,99
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,6,19,25,110,195,305
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,6,20,26,34,160,194
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,84,225,309,484,1158,1642
02341002,CAPPS COLLEGE - MONTGOMERY              ,AL,36109-3624,Proprietary  ,3,17,20,38,141,179
02341004,FORTIS COLLEGE - SCHOOL OF COSMETOLOGY  ,AL,36609-1981,Proprietary  ,3,9,12,18,56,74
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,5,94,99,36,921,957
02605500,REMINGTON COLLEGE - MOBILE CAMPUS       ,AL,36609-5593,Proprietary  ,96,427,523,568,2362,2930
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,376,3215,3591,2177,20336,22513
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35805-0000,Proprietary  ,49,275,324,261,1585,1846
03010607,VIRGINIA COLLEGE - MOBILE               ,AL,36606-4748,Proprietary  ,24,120,144,115,604,719
03010616,VIRGINIA COLLEGE - MONTGOMERY           ,AL,36117-2802,Proprietary  ,62,250,312,326,1309,1635
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-8308,Proprietary  ,1,15,16,34,84,118
03361400,FORTIS COLLEGE                          ,AL,36535-3547,Proprietary  ,9,54,63,51,300,351
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,7,47,54,39,190,229
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,19,52,71,76,220,296
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,1,6,7,11,65,76
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRAS,AL,36604-1408,Proprietary  ,1,18,19,6,51,57
04067300,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,7,34,41,51,264,315
04116500,MIMI'S BEAUTY ACADEMY OF COSMETOLOGY    ,AL,35810-3453,Proprietary  ,0,0,0,7,39,46
04121500,COLUMBIA SOUTHERN UNIVERSITY            ,AL,36561-3815,Proprietary  ,24,987,1011,167,5274,5441
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,8,23,31,58,117,175
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,207,519,726,3136,3973,7109
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,455,1151,1606,5285,9193,14478
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,55,77,132,1198,1303,2501
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,165,644,809,6486,5868,12354
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,652,1453,2105,8412,10385,18797
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,106,725,831,735,3235,3970
00112000,AMER BAPT SEM OF THE WEST-BERKELEY      ,CA,94704-0000,Private      ,0,9,9,2,57,59
00112100,BETHANY UNIVERSITY /  ASSEMBLIES OF GOD ,CA,95066-2896,Private      ,18,22,40,411,331,742
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,95,132,227,5029,2198,7227
00112300,BROOKS INSTITUTE                        ,CA,93103-1809,Proprietary  ,102,82,184,1083,730,1813
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,271,585,856,3568,4699,8267
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,106,198,304,3562,2508,6070
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,37,69,106,1607,1701,3308
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,49,28,77,2866,457,3323
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,38,45,83,1611,1351,2962
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,69,134,203,3035,1518,4553
00113400,CALIFORNIA MARITIME ACADEMY             ,CA,94590-8181,Public       ,12,10,22,650,265,915
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,789,820,1609,31703,16355,48058
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,254,492,746,9511,10221,19732
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,861,711,1572,37862,18400,56262
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,412,690,1102,21602,16751,38353
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,241,602,843,10005,10902,20907
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,315,543,858,13989,12198,26187
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,424,201,625,27168,3828,30996
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,386,330,716,21127,8207,29334
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,324,238,562,13984,5835,19819
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,411,355,766,17706,10215,27921
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,175,130,305,9245,3992,13237
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,491,695,1186,21825,16422,38247
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,884,801,1685,37989,16461,54450
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,559,811,1370,27196,17475,44671
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,573,705,1278,27403,17748,45151
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,479,645,1124,22208,14730,36938
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,155,198,353,8434,3171,11605
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,148,224,372,6826,5116,11942
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,850,1348,2198,11190,9409,20599
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,335,872,1207,4253,6041,10294
00116300,CHAFFEY COLLEGE                         ,CA,91737-9400,Public       ,757,1538,2295,9323,11421,20744
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,143,825,968,6955,9089,16044
00116415,CHAPMAN UNIVERSITY - IRVINE CAMPUS      ,CA,92618-3801,Private      ,0,1,1,0,1,1
00116453,CHAPMAN UNIVERSITY SCHOOL OF LAW        ,CA,92866-0000,Private      ,5,24,29,89,2086,2175
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,1,1,0,59,59
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,412,655,1067,6040,5160,11200
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-0000,Private      ,0,82,82,12,1904,1916
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,35,14,49,3113,126,3239
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,8,5,13,1810,28,1838
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,28,3,31,2852,145,2997
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,40,14,54,4306,127,4433
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,10,7,17,1577,73,1650
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,42,192,234,1091,1257,2348
00117700,COGSWELL POLYTECHNICAL COLLEGE          ,CA,94089-1210,Private      ,2,4,6,118,70,188
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,62,246,308,752,1883,2635
00117801,COLG OF MARIN-INDIAN VALLEY CMPS        ,CA,94949-0000,Public       ,0,19,19,19,106,125
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,24,92,116,1013,940,1953
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,142,314,456,1808,2103,3911
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,217,512,729,3668,4092,7760
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,19,76,95,692,743,1435
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,202,564,766,2503,4356,6859
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,420,1021,1441,5339,6780,12119
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,77,184,261,964,1253,2217
00118701,COLLEGE OF THE SISKIYOUS - YREKA CENTER ,CA,96097-9538,Public       ,5,32,37,41,135,176
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,155,509,664,1823,3185,5008
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,256,557,813,3747,4036,7783
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,244,521,765,3371,3226,6597
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,441,886,1327,5562,6045,11607
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,36,106,142,2104,1323,3427
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,597,1124,1721,8982,8478,17460
00119701,COMPTON COMMUNITY COLLEGE               ,CA,90221-5393,Public       ,121,528,649,1474,3432,4906
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,149,324,473,1837,2795,4632
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,1,94,95,11,2202,2213
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,615,870,1485,8139,6100,14239
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,107,233,340,1372,1728,3100
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,263,653,916,6090,6426,12516
00120400,GOLDEN GATE BAPT THEOL SEMINARY         ,CA,94941-0000,Private      ,0,6,6,1,56,57
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,10,271,281,81,3811,3892
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,327,707,1034,5249,5316,10565
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,13,13,0,335,335
00120800,GROSSMONT COLLEGE                       ,CA,92020-1798,Public       ,512,1043,1555,5753,7311,13064
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,186,322,508,2632,2532,5164
00121200,HUMPHREYS COLLEGE                       ,CA,95207-3896,Private      ,13,99,112,195,1059,1254
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,262,394,656,4048,3438,7486
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,58,64,122,1796,752,2548
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,78,489,567,2434,6183,8617
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,24,89,113,390,689,1079
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,21,160,181,737,4909,5646
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,820,1893,2713,11076,13703,24779
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,20,30,50,1077,343,1420
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,340,1077,1417,5208,8967,14175
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,161,346,507,2704,3547,6251
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,445,815,1260,7288,6425,13713
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,246,922,1168,3530,7444,10974
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,314,646,960,5325,6417,11742
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,3,47,50,22,625,647
00123000,SOUTHERN CA COLLEGE OF OPTOMETRY        ,CA,92831-1699,Private      ,1,2,3,8,476,484
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,716,2282,2998,9105,17218,26323
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,682,1885,2567,9266,13070,22336
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,27,12,39,972,157,1129
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,391,736,1127,4978,5175,10153
00123800,MILLS COLLEGE                           ,CA,94613-1301,Private      ,38,83,121,1498,1571,3069
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,204,596,800,2395,3867,6262
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,507,1166,1673,8037,10095,18132
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,131,253,384,1855,1982,3837
00124300,MOUNT ST MARYS COLLEGE                  ,CA,90049-1599,Private      ,36,131,167,2022,1849,3871
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,645,1041,1686,12481,9919,22400
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,590,1615,2205,6051,9894,15945
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,133,309,442,1761,2230,3991
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,37,15,52,4772,222,4994
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,553,932,1485,9358,7102,16460
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,39,44,83,1430,663,2093
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,16,88,104,597,690,1287
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,55,249,304,1433,2235,3668
00125302,FRESNO PACIFIC UNIVERSITY - VISALIA CENT,CA,93277-8341,Private      ,0,0,0,28,160,188
00125303,FRESNO PACIFIC UNIVERSITY - BAKERSFIELD ,CA,93301-4533,Private      ,0,0,0,42,164,206
00125400,PACIFIC LUTHERAN THEOLOGICAL SEM        ,CA,94708-0000,Private      ,0,2,2,0,97,97
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3592,Private      ,0,27,27,12,522,534
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,3,3,0,174,174
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,32,33,65,1382,465,1847
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,20,91,111,227,523,750
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,481,934,1415,6160,6371,12531
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,638,1024,1662,12987,8801,21788
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,83,192,275,3549,1380,4929
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,262,954,1216,3090,6433,9523
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,115,436,551,1383,3483,4866
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,153,350,503,1738,2486,4224
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,416,783,1199,7256,6300,13556
00127000,RIVERSIDE COMMUNITY COLLEGE             ,CA,92506-1299,Public       ,1090,2215,3305,17397,20703,38100
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,465,1545,2010,5480,10312,15792
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,440,1554,1994,5812,10885,16697
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,496,998,1494,6470,8014,14484
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,11,9,20,322,370,692
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY      ,CA,94960-0000,Private      ,0,7,7,1,101,102
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,586,1516,2102,8173,10983,19156
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3707,Private      ,11,60,71,538,378,916
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,187,625,812,2975,4870,7845
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,240,606,846,5007,5298,10305
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,343,609,952,5300,4277,9577
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,645,1032,1677,11967,8167,20134
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,395,1022,1417,4550,6310,10860
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,0,3,3,4,184,188
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,227,745,972,3472,5352,8824
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,476,1035,1511,5770,7419,13189
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,24,70,94,1077,855,1932
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,236,694,930,2774,5154,7928
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,51,85,136,1763,858,2621
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,518,843,1361,7695,6342,14037
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,1,33,34,19,2686,2705
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,0,3,3,2,41,43
00129900,ST JOHN'S SEMINARY COLLEGE              ,CA,93010-0000,Private      ,0,0,0,0,2,2
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-2744,Private      ,55,145,200,3685,1419,5104
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,254,168,422,20600,3635,24235
00130501,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5301,Private      ,13,20,33,132,671,803
00130502,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5015,Private      ,7,30,37,60,1117,1177
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-3096,Private      ,6,17,23,40,2265,2305
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,834,2257,3091,13220,15904,29124
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,365,711,1076,5162,5073,10235
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,67,163,230,867,1161,2028
00131200,UNIVERSITY OF CALIFORNIA-BERKELEY       ,CA,94720-1520,Public       ,544,556,1100,46296,18994,65290
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,458,293,751,43998,13557,57555
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-2825,Public       ,475,332,807,45920,12280,58200
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,771,955,1726,56516,25664,82180
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,8,27,35,170,907,1077
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,1,5,6,21,125,146
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,359,300,659,28924,6839,35763
00131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO      ,CA,92093-0013,Public       ,444,265,709,42238,8754,50992
00131900,UNIVERSITY OF CALIFORNIA-SFRANCISCO     ,CA,94143-0246,Public       ,38,82,120,591,3369,3960
