OPE ID,School,State,Zip Code,School Type,20112012Qtr4_Dependent Students,20112012Qtr4_Independent Students,Quarterly Total,YTD_20112012Qtr4_Dependent Students,YTD_20112012Qtr4_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,147,223,370,5762,3453,9215
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,80,282,362,1660,4100,5760
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,71,108,179,2180,1565,3745
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,326,413,739,7835,5337,13172
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,91,276,367,1509,2435,3944
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,32,252,284,879,3406,4285
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,622,440,1062,18712,6770,25482
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,64,77,141,1846,653,2499
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,382,1079,1461,5112,8798,13910
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,99,232,331,1320,2148,3468
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,146,260,406,4618,3004,7622
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,276,869,1145,3528,7095,10623
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,164,554,718,2284,4661,6945
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,46,62,108,1389,689,2078
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,270,506,776,7018,6162,13180
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,47,87,134,610,1007,1617
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,363,1070,1433,4604,9110,13714
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,13,19,32,364,160,524
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,76,446,522,2145,5487,7632
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,21,13,34,495,86,581
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,79,86,165,2101,1416,3517
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,80,175,255,1520,1976,3496
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,226,712,938,2376,5611,7987
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,103,264,367,1376,2546,3922
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,45,105,150,1854,1045,2899
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,61,149,210,1131,1366,2497
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,87,199,286,3214,2926,6140
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,81,230,311,1352,2053,3405
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,202,453,655,3454,3597,7051
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,40,68,108,2234,806,3040
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,45,55,100,1791,673,2464
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,36,36,72,706,455,1161
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,370,1990,2360,8537,25294,33831
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,132,93,225,5123,1516,6639
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,770,796,1566,21904,10677,32581
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,406,1019,1425,9633,12255,21888
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,173,371,544,4438,4357,8795
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,437,866,1303,9036,10192,19228
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,125,418,543,2618,4665,7283
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,39,154,193,662,1464,2126
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,346,520,866,3362,4052,7414
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,67,262,329,590,2147,2737
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,334,595,929,4337,4585,8922
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,26,109,135,317,928,1245
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,163,348,511,2163,2925,5088
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,82,241,323,1137,2258,3395
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,157,429,586,2262,4007,6269
