OPE ID,School,State,Zip Code,School Type,20092010Qtr3_Dependent Students,20092010Qtr3_Independent Students,Quarterly Total,YTD_20092010Qtr3_Dependent Students,YTD_20092010Qtr3_Independent Students,Award Year To Date Total
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,755,1612,2367,3164,5650,8814
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,46,32,78,301,103,404
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,308,1481,1789,1673,4243,5916
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,94,17,111,529,69,598
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,563,503,1066,2057,1211,3268
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,169,427,596,1146,1355,2501
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,623,1487,2110,1528,3658,5186
00103001,BISHOP STATE COMM COLG-CARVER CMPS      ,AL,36617-0000,Public       ,55,146,201,122,335,457
00103002,BISHOP STAT COMM CLG-SW CMPS            ,AL,36605-0000,Public       ,15,74,89,69,138,207
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,444,959,1403,1171,1971,3142
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,369,190,559,1722,645,2367
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,353,470,823,965,1018,1983
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,215,385,600,2686,2339,5025
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,213,560,773,977,1614,2591
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,630,846,1476,2628,2543,5171
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,81,148,229,1779,517,2296
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,208,120,328,2133,474,2607
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,202,116,318,553,297,850
00104700,TROY STATE UNIVERSITY                   ,AL,36082-0001,Public       ,1340,7310,8650,6962,21628,28590
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,242,160,402,4479,1107,5586
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,1683,1734,3417,16453,8017,24470
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,1042,2048,3090,7244,9051,16295
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,596,931,1527,3738,3251,6989
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,1310,2159,3469,6715,7793,14508
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,864,1550,2414,2149,3483,5632
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,155,366,521,401,886,1287
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,641,957,1598,2287,2627,4914
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,145,650,795,343,1450,1793
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,979,1279,2258,3253,3280,6533
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,134,378,512,263,659,922
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,607,962,1569,1695,2177,3872
00569702,NORTHWEST-SHOALS C.C.-PHIL CAMPBELL     ,AL,35581-0000,Public       ,49,84,133,207,236,443
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,445,794,1239,973,1576,2549
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,476,896,1372,1053,2001,3054
00573301,BEVILL STATE COMMUNITY COLLEGE - FAYETTE,AL,35555-0000,Public       ,121,246,367,423,675,1098
00573302,BEVILL STATE CMTY CLG-HAMILTON CAMP     ,AL,35570-0000,Public       ,54,118,172,182,320,502
00573305,BEVILL STATE CMTY CLG-WALKER CLG        ,AL,35501-0000,Public       ,82,183,265,331,467,798
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,338,829,1167,674,1658,2332
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,123,231,354,315,554,869
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,860,1423,2283,2784,3951,6735
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,509,1101,1610,2728,3642,6370
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,230,479,709,784,1194,1978
01019300,HERZING COLLEGE                         ,AL,35209-4816,Proprietary  ,23,239,262,102,833,935
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,135,147,282,555,385,940
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,244,559,803,767,1589,2356
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,99,333,432,261,1073,1334
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,8,218,226,25,589,614
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,7,38,45,21,71,92
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,27,69,96,104,176,280
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,9,45,54,28,140,168
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,189,410,599,400,933,1333
02341002,CAPPS COLLEGE - MONTGOMERY              ,AL,36109-3624,Proprietary  ,7,42,49,35,124,159
02341004,FORTIS COLLEGE - SCHOOL OF COSMETOLOGY  ,AL,36609-1981,Proprietary  ,6,20,26,15,47,62
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,14,418,432,31,827,858
02605500,REMINGTON COLLEGE - MOBILE CAMPUS       ,AL,36609-5593,Proprietary  ,218,732,950,472,1935,2407
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,734,5490,6224,1801,17121,18922
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35805-0000,Proprietary  ,86,496,582,212,1310,1522
03010607,VIRGINIA COLLEGE - MOBILE               ,AL,36606-4748,Proprietary  ,30,125,155,91,484,575
03010616,VIRGINIA COLLEGE - MONTGOMERY           ,AL,36117-2802,Proprietary  ,113,437,550,264,1059,1323
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-8308,Proprietary  ,10,28,38,33,69,102
03361400,FORTIS COLLEGE                          ,AL,36535-3547,Proprietary  ,17,103,120,42,246,288
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,23,85,108,32,143,175
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,30,79,109,57,168,225
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,3,22,25,10,59,69
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRAS,AL,36604-1408,Proprietary  ,5,33,38,5,33,38
04067300,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,22,105,127,44,230,274
04116500,MIMI'S BEAUTY ACADEMY OF COSMETOLOGY    ,AL,35810-3453,Proprietary  ,2,12,14,7,39,46
04121500,COLUMBIA SOUTHERN UNIVERSITY            ,AL,36561-3815,Proprietary  ,48,1591,1639,143,4287,4430
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,21,44,65,50,94,144
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,680,1084,1764,2929,3454,6383
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,1426,3109,4535,4830,8042,12872
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,106,164,270,1143,1226,2369
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,341,1508,1849,6321,5224,11545
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,963,1980,2943,7760,8932,16692
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,353,1320,1673,629,2510,3139
00112000,AMER BAPT SEM OF THE WEST-BERKELEY      ,CA,94704-0000,Private      ,0,10,10,2,48,50
00112100,BETHANY UNIVERSITY /  ASSEMBLIES OF GOD ,CA,95066-2896,Private      ,34,75,109,393,309,702
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,225,338,563,4934,2066,7000
00112300,BROOKS INSTITUTE                        ,CA,93103-1809,Proprietary  ,119,121,240,981,648,1629
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,585,1050,1635,3297,4114,7411
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,201,616,817,3456,2310,5766
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,56,109,165,1570,1632,3202
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,43,32,75,2817,429,3246
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,40,39,79,1573,1306,2879
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,128,349,477,2966,1384,4350
00113400,CALIFORNIA MARITIME ACADEMY             ,CA,94590-8181,Public       ,44,29,73,638,255,893
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,1462,2224,3686,30914,15535,46449
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,522,1292,1814,9257,9729,18986
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,780,1535,2315,37001,17689,54690
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,674,1642,2316,21190,16061,37251
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,570,2027,2597,9764,10300,20064
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,789,1840,2629,13674,11655,25329
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,678,378,1056,26744,3627,30371
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,816,964,1780,20741,7877,28618
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,636,654,1290,13660,5597,19257
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,742,1126,1868,17295,9860,27155
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,345,363,708,9070,3862,12932
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,719,1535,2254,21334,15727,37061
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,1403,1873,3276,37105,15660,52765
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,982,1965,2947,26637,16664,43301
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,805,1596,2401,26830,17043,43873
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,737,1447,2184,21729,14085,35814
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,225,355,580,8279,2973,11252
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,293,592,885,6678,4892,11570
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,2299,2690,4989,10340,8061,18401
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,818,1408,2226,3918,5169,9087
00116300,CHAFFEY COLLEGE                         ,CA,91737-9400,Public       ,2053,2748,4801,8566,9883,18449
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,295,2086,2381,6812,8264,15076
00116453,CHAPMAN UNIVERSITY SCHOOL OF LAW        ,CA,92866-0000,Private      ,9,102,111,84,2062,2146
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,2,2,0,58,58
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,1410,1738,3148,5628,4505,10133
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-0000,Private      ,1,256,257,12,1822,1834
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,24,9,33,3078,112,3190
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,3,4,7,1802,23,1825
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,17,17,34,2824,142,2966
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,51,21,72,4266,113,4379
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,15,8,23,1567,66,1633
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,199,330,529,1049,1065,2114
00117700,COGSWELL POLYTECHNICAL COLLEGE          ,CA,94089-1210,Private      ,4,25,29,116,66,182
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,205,566,771,690,1637,2327
00117801,COLG OF MARIN-INDIAN VALLEY CMPS        ,CA,94949-0000,Public       ,6,35,41,19,87,106
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,81,224,305,989,848,1837
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,350,561,911,1666,1789,3455
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,710,1047,1757,3451,3580,7031
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,45,164,209,673,667,1340
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,459,1082,1541,2301,3792,6093
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,957,1740,2697,4919,5759,10678
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,197,319,516,887,1069,1956
00118701,COLLEGE OF THE SISKIYOUS - YREKA CENTER ,CA,96097-9538,Public       ,12,27,39,36,103,139
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,490,929,1419,1668,2676,4344
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,759,1019,1778,3491,3479,6970
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,479,783,1262,3127,2705,5832
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,1167,1702,2869,5121,5159,10280
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,58,206,264,2068,1217,3285
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,1932,2437,4369,8385,7354,15739
00119701,COMPTON COMMUNITY COLLEGE               ,CA,90221-5393,Public       ,499,1405,1904,1353,2904,4257
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,397,743,1140,1688,2471,4159
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,4,296,300,10,2108,2118
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,1638,1705,3343,7524,5230,12754
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,350,501,851,1265,1495,2760
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,1341,1786,3127,5827,5773,11600
00120400,GOLDEN GATE BAPT THEOL SEMINARY         ,CA,94941-0000,Private      ,0,15,15,1,50,51
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,13,503,516,71,3540,3611
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,959,1405,2364,4922,4609,9531
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,15,15,0,322,322
00120800,GROSSMONT COLLEGE                       ,CA,92020-1798,Public       ,1470,2499,3969,5241,6268,11509
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,666,712,1378,2446,2210,4656
00121200,HUMPHREYS COLLEGE                       ,CA,95207-3896,Private      ,30,211,241,182,960,1142
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,1290,1344,2634,3786,3044,6830
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,212,174,386,1738,688,2426
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,139,1425,1564,2356,5694,8050
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,117,247,364,366,600,966
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,76,453,529,716,4749,5465
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,1877,3339,5216,10256,11810,22066
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,54,65,119,1057,313,1370
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,1121,2264,3385,4868,7890,12758
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,718,1017,1735,2543,3201,5744
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,1146,1458,2604,6843,5610,12453
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,833,2135,2968,3284,6522,9806
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,1111,1677,2788,5011,5771,10782
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,8,79,87,19,578,597
00123000,SOUTHERN CA COLLEGE OF OPTOMETRY        ,CA,92831-1699,Private      ,0,6,6,7,474,481
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,1434,3581,5015,8389,14936,23325
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,1318,2726,4044,8584,11185,19769
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,46,30,76,945,145,1090
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,747,976,1723,4587,4439,9026
00123800,MILLS COLLEGE                           ,CA,94613-1301,Private      ,40,98,138,1460,1488,2948
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,520,1074,1594,2191,3271,5462
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,1191,1906,3097,7530,8929,16459
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,386,492,878,1724,1729,3453
00124300,MOUNT ST MARYS COLLEGE                  ,CA,90049-1599,Private      ,68,280,348,1986,1718,3704
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,2445,2803,5248,11836,8878,20714
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,1571,2629,4200,5461,8279,13740
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,312,535,847,1628,1921,3549
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,34,20,54,4735,207,4942
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,1421,1710,3131,8805,6170,14975
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,82,77,159,1391,619,2010
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,71,166,237,581,602,1183
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,133,612,745,1378,1986,3364
00125302,FRESNO PACIFIC UNIVERSITY - VISALIA CENT,CA,93277-8341,Private      ,0,0,0,28,160,188
00125303,FRESNO PACIFIC UNIVERSITY - BAKERSFIELD ,CA,93301-4533,Private      ,0,0,0,42,164,206
00125400,PACIFIC LUTHERAN THEOLOGICAL SEM        ,CA,94708-0000,Private      ,0,2,2,0,95,95
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3592,Private      ,3,101,104,12,495,507
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,11,11,0,171,171
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,241,118,359,1350,432,1782
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,101,199,300,207,432,639
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,1289,1629,2918,5679,5437,11116
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,2173,2287,4460,12349,7777,20126
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,140,438,578,3466,1188,4654
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,703,1884,2587,2828,5479,8307
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,383,1172,1555,1268,3047,4315
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,279,589,868,1585,2136,3721
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,1635,1799,3434,6840,5517,12357
00127000,RIVERSIDE COMMUNITY COLLEGE             ,CA,92506-1299,Public       ,4455,6019,10474,16307,18488,34795
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,1308,3075,4383,5015,8767,13782
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,1323,3219,4542,5372,9331,14703
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,1403,2323,3726,5974,7016,12990
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,14,13,27,311,361,672
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY      ,CA,94960-0000,Private      ,0,21,21,1,94,95
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,1590,3040,4630,7587,9467,17054
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3707,Private      ,48,95,143,527,318,845
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,593,1227,1820,2788,4245,7033
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,951,1538,2489,4767,4692,9459
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,797,1123,1920,4957,3668,8625
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,1840,1919,3759,11322,7135,18457
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,855,1552,2407,4155,5288,9443
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,0,15,15,4,181,185
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,524,1242,1766,3245,4607,7852
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,937,1709,2646,5294,6384,11678
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,74,141,215,1053,785,1838
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,515,1196,1711,2538,4460,6998
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,123,201,324,1712,773,2485
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,1521,1740,3261,7177,5499,12676
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,2,91,93,18,2653,2671
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,0,10,10,2,38,40
00129900,ST JOHN'S SEMINARY COLLEGE              ,CA,93010-0000,Private      ,0,1,1,0,2,2
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-2744,Private      ,124,231,355,3630,1274,4904
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,361,327,688,20346,3467,23813
00130501,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5301,Private      ,6,72,78,119,651,770
00130502,STANFORD UNIVERSITY - GRADUATE SCHOOL OF,CA,94305-5015,Private      ,8,120,128,53,1087,1140
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-3096,Private      ,2,45,47,34,2248,2282
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,1426,3284,4710,12386,13647,26033
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,693,1100,1793,4797,4362,9159
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,227,328,555,800,998,1798
00131200,UNIVERSITY OF CALIFORNIA-BERKELEY       ,CA,94720-1520,Public       ,713,1250,1963,45752,18438,64190
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,684,780,1464,43540,13264,56804
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-2825,Public       ,503,685,1188,45445,11948,57393
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,872,2279,3151,55745,24709,80454
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,8,24,32,162,880,1042
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,3,7,10,20,120,140
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,546,1077,1623,28565,6539,35104
