OPE ID,School,State,Zip Code,School Type,20092010Qtr5_Dependent Students,20092010Qtr5_Independent Students,Quarterly Total,YTD_20092010Qtr5_Dependent Students,YTD_20092010Qtr5_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,102,118,220,5539,3120,8659
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,35,211,246,1424,3894,5318
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,50,51,101,1967,1302,3269
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,195,171,366,7714,4739,12453
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,67,101,168,1348,2254,3602
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,18,107,125,622,3063,3685
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,250,176,426,14428,5535,19963
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,27,12,39,1858,373,2231
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,202,460,662,4517,7781,12298
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,54,116,170,1219,1889,3108
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,104,116,220,4174,2622,6796
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,167,368,535,3143,6093,9236
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,104,315,419,1929,4102,6031
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,22,28,50,1060,522,1582
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,148,217,365,5971,5284,11255
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,39,82,121,647,1111,1758
