OPE ID,School,State,Zip Code,School Type,20132014Qtr3_Dependent Students,20132014Qtr3_Independent Students,Quarterly Total,YTD_20132014Qtr3_Dependent Students,YTD_20132014Qtr3_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,921,982,1903,6263,3445,9708
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,300,1132,1432,1959,3884,5843
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,310,335,645,2465,1447,3912
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,1507,1602,3109,9819,5719,15538
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,341,640,981,1371,1738,3109
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,214,907,1121,927,3150,4077
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,1704,1387,3091,17716,6350,24066
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,231,232,463,2017,775,2792
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,1333,2283,3616,5098,7404,12502
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,297,504,801,1273,1604,2877
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,829,806,1635,5367,2766,8133
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,847,1889,2736,3029,5332,8361
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,729,1448,2177,2322,3972,6294
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,205,241,446,1540,730,2270
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,892,1374,2266,6961,5329,12290
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,163,273,436,635,797,1432
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,1240,2321,3561,4804,8048,12852
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,34,41,75,348,148,496
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,355,1449,1804,2577,4427,7004
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,104,28,132,523,93,616
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,491,417,908,2554,1305,3859
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,318,582,900,1857,2092,3949
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,709,1498,2207,2358,4785,7143
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,500,740,1240,1351,1723,3074
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,341,274,615,1927,1109,3036
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,276,311,587,1170,952,2122
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,302,623,925,3824,2845,6669
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,310,597,907,1555,1770,3325
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,614,903,1517,3429,3086,6515
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,152,227,379,2475,933,3408
