OPE ID,School,State,Zip Code,School Type,20062007Qtr4_Dependent Students,20062007Qtr4_Independent Students,Quarterly Total,YTD_20062007Qtr4_Dependent Students,YTD_20062007Qtr4_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,114,174,288,5531,2997,8528
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,53,222,275,1010,2639,3649
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,64,69,133,1579,898,2477
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,199,246,445,6548,3554,10102
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,63,226,289,929,1555,2484
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,29,183,212,518,2094,2612
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,396,243,639,11908,4522,16430
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,38,24,62,1169,258,1427
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,263,548,811,2823,4422,7245
00101500,ENTERPRISE-OZARK COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,70,162,232,725,1023,1748
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,106,175,281,3179,2120,5299
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,160,400,560,1755,2774,4529
00101706,GADSDEN STATE COMM. COLLEGE-AYERS CAMPUS,AL,36202-0000,Public       ,13,53,66,192,394,586
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,105,354,459,1087,2253,3340
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,19,43,62,820,286,1106
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,170,379,549,4615,4112,8727
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,32,81,113,378,661,1039
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,251,602,853,2431,4277,6708
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,6,15,21,252,102,354
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,81,268,349,1579,2544,4123
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,8,5,13,211,25,236
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,49,56,105,1731,1116,2847
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,45,116,161,972,1534,2506
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,120,384,504,1457,3674,5131
00103001,BISHOP STATE COMM COLG-CARVER CMPS      ,AL,36617-0000,Public       ,7,31,38,94,215,309
00103002,BISHOP STAT COMM CLG-SW CMPS            ,AL,36605-0000,Public       ,6,25,31,62,129,191
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,60,212,272,710,1329,2039
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,45,38,83,1562,573,2135
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,51,205,256,653,969,1622
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,42,85,127,2381,2180,4561
00103700,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,0,1,1,3,9,12
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,58,178,236,682,1195,1877
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,168,302,470,2036,1993,4029
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,30,50,80,1445,545,1990
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,25,32,57,1121,378,1499
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,14,3,17,490,121,611
00104700,TROY STATE UNIVERSITY                   ,AL,36082-0001,Public       ,202,1286,1488,4362,12441,16803
00104754,TROY UNIVERSITY - DOTHAN                ,AL,36303-1575,Public       ,29,151,180,453,1611,2064
00104755,TROY UNIVERSITY - MONTGOMERY            ,AL,36103-4419,Public       ,61,355,416,853,4188,5041
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,79,33,112,4176,898,5074
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,344,378,722,11682,6067,17749
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,277,495,772,7341,7746,15087
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,132,219,351,3339,2741,6080
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,232,553,785,5158,7101,12259
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,93,306,399,1493,2411,3904
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,30,97,127,331,828,1159
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,136,206,342,1599,1681,3280
00446200,GADSDEN BUSINESS COLLEGE                ,AL,35906-3658,Proprietary  ,2,6,8,19,47,66
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,40,100,140,301,904,1205
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,209,385,594,2430,2551,4981
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,14,87,101,192,476,668
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,103,287,390,1498,1961,3459
00569702,NORTHWEST-SHOALS C.C.-PHIL CAMPBELL     ,AL,35581-0000,Public       ,4,16,20,173,193,366
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,63,229,292,937,1375,2312
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,77,232,309,903,1712,2615
00573301,BEVILL STATE COMMUNITY COLLEGE - FAYETTE,AL,35555-0000,Public       ,14,51,65,271,352,623
00573302,BEVILL STATE CMTY CLG-HAMILTON CAMP     ,AL,35570-0000,Public       ,11,36,47,172,301,473
00573305,BEVILL STATE CMTY CLG-WALKER CLG        ,AL,35501-0000,Public       ,29,50,79,266,370,636
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,76,205,281,511,1306,1817
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,20,60,80,173,366,539
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,149,390,539,1985,3077,5062
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,137,275,412,2443,3088,5531
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,45,114,159,560,782,1342
01019300,HERZING COLLEGE                         ,AL,35209-4816,Proprietary  ,17,87,104,176,602,778
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,26,71,97,563,496,1059
01123700,SOUTHERN COMMUNITY COLLEGE              ,AL,36083-1803,Private      ,1,17,18,22,149,171
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,58,163,221,659,1273,1932
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,33,115,148,195,695,890
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,1,160,161,20,656,676
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,1,8,9,15,73,88
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,4,15,19,102,150,252
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,6,9,15,33,69,102
02323800,GAITHER AND COMPANY BEAUTY COLLEGE      ,AL,35768-0000,Proprietary  ,0,4,4,3,17,20
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,23,104,127,227,756,983
02341002,CAPPS COLLEGE - MONTGOMERY              ,AL,36109-3624,Proprietary  ,3,16,19,29,83,112
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,1,79,80,28,896,924
02605500,REMINGTON COLLEGE - MOBILE CAMPUS       ,AL,36609-5593,Proprietary  ,70,326,396,423,1749,2172
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,197,1181,1378,940,6005,6945
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35805-0000,Proprietary  ,7,31,38,107,313,420
03010605,VA COLG TECHNICAL AT PELHAM             ,AL,35124-0000,Proprietary  ,3,4,7,34,27,61
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-8308,Proprietary  ,2,8,10,17,37,54
03100503,VIRGINIA COLLEGE AT PENSACOLA - VIRGINIA,AL,35242-5340,Proprietary  ,7,28,35,67,222,289
03361400,FORTIS COLLEGE                          ,AL,36535-3547,Proprietary  ,7,32,39,57,270,327
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,2,32,34,26,160,186
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,15,55,70,49,176,225
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,0,1,1,0,1,1
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,110,310,420,2263,2705,4968
