OPE ID,School,State,Zip Code,School Type,20082009Qtr3_Dependent Students,20082009Qtr3_Independent Students,Quarterly Total,YTD_20082009Qtr3_Dependent Students,YTD_20082009Qtr3_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,1019,884,1903,5107,2552,7659
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,298,994,1292,1266,2955,4221
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,327,289,616,1711,963,2674
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,1300,1239,2539,7258,3638,10896
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,373,667,1040,906,1350,2256
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,146,743,889,520,2321,2841
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,1544,963,2507,12669,4410,17079
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,156,69,225,1503,230,1733
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,970,1521,2491,3095,4487,7582
00101500,ENTERPRISE-OZARK COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,305,459,764,885,1122,2007
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,670,649,1319,3393,1916,5309
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,720,1423,2143,2115,3300,5415
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,542,984,1526,1303,2417,3720
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,160,137,297,1003,368,1371
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,1117,1396,2513,5251,4021,9272
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,152,272,424,390,622,1012
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,840,1414,2254,2612,4366,6978
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,35,37,72,292,100,392
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,385,1437,1822,1595,3589,5184
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,152,18,170,430,34,464
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,666,458,1124,2175,1098,3273
00102900,UNIVERSITY OF MOBILE                    ,AL,36663-0220,Private      ,171,423,594,1197,1291,2488
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,461,1107,1568,1208,2580,3788
00103001,BISHOP STATE COMM COLG-CARVER CMPS      ,AL,36617-0000,Public       ,41,90,131,94,208,302
00103002,BISHOP STAT COMM CLG-SW CMPS            ,AL,36605-0000,Public       ,17,43,60,61,112,173
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,357,660,1017,920,1329,2249
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,437,188,625,1663,589,2252
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,280,350,630,736,761,1497
