OPE ID,School,State,Zip Code,School Type,20072008Qtr6_Dependent Students,20072008Qtr6_Independent Students,Quarterly Total,YTD_20072008Qtr6_Dependent Students,YTD_20072008Qtr6_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,47,49,96,5255,2783,8038
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,10,70,80,1310,3266,4576
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,9,26,35,1694,976,2670
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,75,123,198,7119,4045,11164
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,45,112,157,1034,1765,2799
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,11,70,81,514,2429,2943
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,106,88,194,12281,4608,16889
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,3,2,5,1498,236,1734
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,93,199,292,3215,4968,8183
00101500,ENTERPRISE-OZARK COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,48,86,134,902,1233,2135
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,28,47,75,3183,2246,5429
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,81,199,280,2052,3387,5439
00101706,GADSDEN STATE COMM. COLLEGE-AYERS CAMPUS,AL,36202-0000,Public       ,0,0,0,208,346,554
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,53,171,224,1300,2828,4128
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,2,12,14,929,374,1303
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,39,101,140,5117,4369,9486
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,25,37,62,449,755,1204
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,47,152,199,2667,4963,7630
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,1,5,6,292,125,417
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,32,223,255,1649,3632,5281
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,6,0,6,327,28,355
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,28,28,56,2093,1242,3335
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,10,46,56,1109,1502,2611
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,40,125,165,1186,2983,4169
00103001,BISHOP STATE COMM COLG-CARVER CMPS      ,AL,36617-0000,Public       ,4,10,14,83,215,298
00103002,BISHOP STAT COMM CLG-SW CMPS            ,AL,36605-0000,Public       ,2,5,7,65,121,186
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,46,104,150,891,1554,2445
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,7,13,20,1610,623,2233
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,44,155,199,807,1133,1940
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,5,12,17,2318,2138,4456
00103700,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,0,0,0,1,0,1
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,12,64,76,782,1383,2165
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,58,121,179,2330,2235,4565
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,4,16,20,1489,520,2009
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,17,6,23,1428,375,1803
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,2,28,30,487,154,641
00104700,TROY STATE UNIVERSITY                   ,AL,36082-0001,Public       ,126,674,800,5703,19318,25021
00104754,TROY UNIVERSITY - DOTHAN                ,AL,36303-1575,Public       ,0,0,0,127,375,502
00104755,TROY UNIVERSITY - MONTGOMERY            ,AL,36103-4419,Public       ,0,0,0,251,1053,1304
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,32,10,42,4176,893,5069
