OPE ID,School,State,Zip Code,School Type,20132014Qtr2_Dependent Students,20132014Qtr2_Independent Students,Quarterly Total,YTD_20132014Qtr2_Dependent Students,YTD_20132014Qtr2_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,1773,1271,3044,5342,2463,7805
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,568,1447,2015,1659,2752,4411
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,803,516,1319,2155,1112,3267
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,2808,1983,4791,8312,4117,12429
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,350,562,912,1030,1098,2128
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,357,1331,1688,713,2243,2956
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,3786,2095,5881,16012,4963,20975
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,441,271,712,1786,543,2329
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,1900,2987,4887,3765,5121,8886
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,409,627,1036,976,1100,2076
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,1874,1090,2964,4538,1960,6498
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,1002,1916,2918,2182,3443,5625
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,757,1465,2222,1593,2524,4117
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,475,239,714,1335,489,1824
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,2265,2088,4353,6069,3955,10024
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,242,281,523,472,524,996
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,1889,3129,5018,3564,5727,9291
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,152,64,216,314,107,421
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,845,1655,2500,2222,2978,5200
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,181,28,209,419,65,484
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,851,451,1302,2063,888,2951
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,619,864,1483,1539,1510,3049
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,1008,1953,2961,1649,3287,4936
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,453,608,1061,851,983,1834
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,645,412,1057,1586,835,2421
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,459,388,847,894,641,1535
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,568,1013,1581,3522,2222,5744
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,448,642,1090,1245,1173,2418
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,1254,1152,2406,2815,2183,4998
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,485,354,839,2323,706,3029
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,615,218,833,1527,491,2018
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,305,167,472,812,357,1169
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,2993,7686,10679,7437,13707,21144
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,1177,397,1574,4863,1245,6108
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,5687,3771,9458,24927,8882,33809
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,3430,4989,8419,10318,9803,20121
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,1629,1753,3382,4270,3263,7533
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,3818,4298,8116,8958,7684,16642
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,733,1156,1889,1427,2142,3569
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,241,471,712,489,873,1362
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,1433,1413,2846,2573,2461,5034
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,217,730,947,403,1275,1678
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,1629,1380,3009,3303,2567,5870
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,77,214,291,146,355,501
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,720,751,1471,1410,1238,2648
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,436,589,1025,753,1028,1781
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,566,1046,1612,1663,2052,3715
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,304,700,1004,531,1255,1786
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,177,373,550,347,714,1061
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,1431,1656,3087,2690,2718,5408
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,1319,1474,2793,3976,3442,7418
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,295,437,732,798,775,1573
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,368,222,590,582,347,929
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,419,739,1158,803,1280,2083
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,142,532,674,270,964,1234
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,18,222,240,37,457,494
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,11,36,47,28,67,95
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,56,120,176,113,208,321
02285000,PAUL MITCHELL THE SCHOOL HUNTSVILLE     ,AL,35758-0000,Proprietary  ,37,57,94,57,109,166
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,25,133,158,35,243,278
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,305,913,1218,523,1705,2228
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,20,338,358,49,635,684
02605500,REMINGTON COLLEGE - MOBILE CAMPUS       ,AL,36609-5593,Private      ,373,882,1255,553,1453,2006
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,1576,8924,10500,2324,14746,17070
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35805-0000,Proprietary  ,90,341,431,184,682,866
03010607,VIRGINIA COLLEGE - MOBILE               ,AL,36608-1626,Proprietary  ,206,652,858,298,994,1292
03010616,VIRGINIA COLLEGE - MONTGOMERY           ,AL,36117-2802,Proprietary  ,156,570,726,322,1168,1490
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-0000,Proprietary  ,26,49,75,69,111,180
03361400,FORTIS COLLEGE                          ,AL,36535-0000,Proprietary  ,73,249,322,116,440,556
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,10,42,52,28,71,99
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,44,120,164,80,219,299
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,13,69,82,23,132,155
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRAS,AL,36604-1411,Proprietary  ,29,107,136,50,217,267
04067300,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,56,119,175,111,247,358
04121500,COLUMBIA SOUTHERN UNIVERSITY            ,AL,36561-3815,Proprietary  ,189,4834,5023,350,9873,10223
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,39,86,125,67,163,230
04187200,NEW BEGINNING COLLEGE OF COSMETOLOGY    ,AL,35950-2415,Proprietary  ,29,57,86,53,106,159
04187300,HAIR ACADEMY (THE)                      ,AL,36111-2201,Proprietary  ,20,54,74,45,109,154
04197500,UNIVERSITY ACADEMY OF HAIR DESIGN       ,AL,35476-3100,Proprietary  ,21,40,61,33,73,106
04211000,SALON PROFESSIONAL ACADEMY (THE)        ,AL,35816-1849,Proprietary  ,22,63,85,45,122,167
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,1227,1823,3050,4102,3845,7947
