OPE ID,School,State,Zip Code,School Type,20152016Qtr5_Dependent Students,20152016Qtr5_Independent Students,Quarterly Total,YTD_20152016Qtr5_Dependent Students,YTD_20152016Qtr5_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,139,138,277,6698,3814,10512
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,42,199,241,2072,4127,6199
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,27,47,74,2611,1372,3983
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,239,205,444,9399,5428,14827
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,41,80,121,1423,1589,3012
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,21,95,116,913,3194,4107
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,297,226,523,20159,7046,27205
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,43,30,73,2357,739,3096
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-0000,Public       ,184,314,498,5417,7365,12782
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,43,69,112,1168,1319,2487
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,142,108,250,5812,2999,8811
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,99,233,332,3204,4981,8185
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,87,184,271,2605,4184,6789
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,31,24,55,1605,785,2390
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,117,175,292,6908,5069,11977
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,22,47,69,678,873,1551
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,117,351,468,5106,7943,13049
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,2,27,29,326,246,572
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,50,254,304,2685,4124,6809
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,8,4,12,616,88,704
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,61,56,117,2799,1320,4119
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,38,98,136,1953,1960,3913
