OPE ID,School,State,Zip Code,School Type,20122013Qtr4_Dependent Students,20122013Qtr4_Independent Students,Quarterly Total,YTD_20122013Qtr4_Dependent Students,YTD_20122013Qtr4_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,202,213,415,7005,3637,10642
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,122,336,458,2116,4615,6731
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,133,137,270,2558,1664,4222
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,482,534,1016,10181,6349,16530
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,93,291,384,1603,2245,3848
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,63,286,349,946,3707,4653
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,877,456,1333,20048,6873,26921
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,112,125,237,2260,968,3228
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,436,1091,1527,5433,8978,14411
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,99,295,394,1288,2077,3365
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,309,292,601,5692,3334,9026
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,246,832,1078,3619,6688,10307
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,203,587,790,2420,4718,7138
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,90,88,178,1694,871,2565
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,373,563,936,7707,6229,13936
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,37,101,138,606,921,1527
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,417,1187,1604,5162,9835,14997
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,13,10,23,378,163,541
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,144,424,568,2618,5705,8323
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,26,12,38,554,81,635
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,86,115,201,2505,1527,4032
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,128,242,370,2049,2639,4688
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,232,778,1010,2703,5700,8403
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,123,248,371,1557,2317,3874
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,56,125,181,2056,1363,3419
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,91,178,269,1171,1278,2449
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,179,248,427,3921,3429,7350
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,95,267,362,1588,2224,3812
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,230,431,661,3856,3679,7535
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,103,109,212,1967,1106,3073
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,90,81,171,2053,786,2839
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,46,56,102,1027,600,1627
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,548,2056,2604,9503,23702,33205
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,222,87,309,6102,1644,7746
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,1352,992,2344,27696,12087,39783
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,743,1250,1993,12389,14249,26638
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,334,436,770,5532,5295,10827
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,610,970,1580,10998,11153,22151
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,130,471,601,2452,4357,6809
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,56,183,239,919,1649,2568
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,280,479,759,3640,4040,7680
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,67,323,390,681,2325,3006
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,338,604,942,4813,4628,9441
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,29,92,121,313,737,1050
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,181,388,569,2179,2838,5017
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,75,235,310,1227,2151,3378
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,154,468,622,2304,3880,6184
