OPE ID,School,State,Zip Code,School Type,20082009Qtr5_Dependent Students,20082009Qtr5_Independent Students,Quarterly Total,YTD_20082009Qtr5_Dependent Students,YTD_20082009Qtr5_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,121,104,225,5361,2836,8197
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,33,239,272,1366,3448,4814
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,41,43,84,1835,1112,2947
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,193,201,394,7698,4210,11908
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,47,141,188,1055,1764,2819
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,17,81,98,565,2623,3188
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,276,183,459,13443,4854,18297
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,36,15,51,1598,276,1874
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,190,396,586,3628,5725,9353
00101500,ENTERPRISE-OZARK COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,46,105,151,1019,1479,2498
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,110,104,214,3660,2210,5870
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,137,398,535,2455,4381,6836
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,97,248,345,1529,3127,4656
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,16,28,44,1049,448,1497
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,101,222,323,5582,4633,10215
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,55,66,121,482,801,1283
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,140,353,493,3075,5699,8774
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,7,9,16,305,117,422
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,58,278,336,1715,4271,5986
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,20,4,24,471,45,516
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,57,57,114,2293,1259,3552
00102900,UNIVERSITY OF MOBILE                    ,AL,36663-0220,Private      ,23,48,71,1275,1466,2741
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,86,273,359,1432,3401,4833
00103001,BISHOP STATE COMM COLG-CARVER CMPS      ,AL,36617-0000,Public       ,11,27,38,124,275,399
00103002,BISHOP STAT COMM CLG-SW CMPS            ,AL,36605-0000,Public       ,6,8,14,74,146,220
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,81,206,287,1095,1784,2879
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,46,25,71,1759,645,2404
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,39,67,106,848,1018,1866
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,43,62,105,2650,2325,4975
00103700,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,0,0,0,0,1,1
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,22,108,130,901,1550,2451
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,97,167,264,2416,2511,4927
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,23,23,46,1657,501,2158
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,37,23,60,2024,423,2447
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,13,14,27,544,257,801
00104700,TROY STATE UNIVERSITY                   ,AL,36082-0001,Public       ,196,1531,1727,6767,21822,28589
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,88,17,105,4652,1008,5660
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,297,248,545,14279,7234,21513
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,197,333,530,6885,8513,15398
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,77,112,189,3671,3058,6729
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,164,305,469,6091,7852,13943
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,134,324,458,1994,3307,5301
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,23,55,78,356,736,1092
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,78,160,238,1985,2386,4371
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,41,143,184,372,1213,1585
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,192,232,424,3098,2985,6083
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,27,53,80,292,601,893
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,218,182,400,1826,2131,3957
00569702,NORTHWEST-SHOALS C.C.-PHIL CAMPBELL     ,AL,35581-0000,Public       ,22,12,34,204,186,390
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,57,125,182,1033,1673,2706
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,50,146,196,1128,2004,3132
00573301,BEVILL STATE COMMUNITY COLLEGE - FAYETTE,AL,35555-0000,Public       ,19,26,45,413,569,982
00573302,BEVILL STATE CMTY CLG-HAMILTON CAMP     ,AL,35570-0000,Public       ,5,24,29,154,292,446
00573305,BEVILL STATE CMTY CLG-WALKER CLG        ,AL,35501-0000,Public       ,14,21,35,311,426,737
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,57,151,208,575,1529,2104
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,15,47,62,249,530,779
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,135,248,383,2483,3604,6087
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,71,156,227,2771,3734,6505
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,55,104,159,726,1119,1845
01019300,HERZING COLLEGE                         ,AL,35209-4816,Proprietary  ,15,70,85,141,833,974
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,20,29,49,513,424,937
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,37,107,144,702,1546,2248
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,39,130,169,278,1061,1339
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,2,117,119,31,844,875
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,1,3,4,14,65,79
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,4,11,15,103,160,263
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,3,14,17,25,143,168
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,72,188,260,397,1091,1488
02341002,CAPPS COLLEGE - MONTGOMERY              ,AL,36109-3624,Proprietary  ,2,8,10,29,128,157
02341004,FORTIS COLLEGE - SCHOOL OF COSMETOLOGY  ,AL,36609-1981,Proprietary  ,0,5,5,17,46,63
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,4,53,57,29,817,846
