OPE ID,School,State,Zip Code,School Type,20142015Qtr5_Dependent Students,20142015Qtr5_Independent Students,Quarterly Total,YTD_20142015Qtr5_Dependent Students,YTD_20142015Qtr5_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,126,112,238,6700,3851,10551
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,42,213,255,2361,4414,6775
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,34,54,88,2670,1546,4216
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,196,210,406,9986,5849,15835
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,58,90,148,1502,1789,3291
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,16,113,129,1018,3508,4526
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,337,261,598,20243,7382,27625
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,51,35,86,2133,821,2954
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-0000,Public       ,159,345,504,5507,8192,13699
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,28,73,101,1342,1631,2973
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,106,91,197,5670,3096,8766
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,105,257,362,3378,5574,8952
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,89,195,284,2659,4523,7182
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,32,31,63,1597,913,2510
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,100,167,267,7300,5719,13019
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,42,49,91,636,971,1607
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,116,394,510,5323,8890,14213
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,7,25,32,346,256,602
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,57,257,314,2680,4581,7261
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,12,1,13,635,105,740
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,77,54,131,2810,1460,4270
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,36,90,126,2078,2196,4274
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,79,230,309,2776,5197,7973
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,91,102,193,1479,1860,3339
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,26,39,65,2018,1168,3186
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,50,63,113,1201,1041,2242
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,69,116,185,4040,3264,7304
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,48,84,132,1807,1910,3717
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,80,136,216,3784,3496,7280
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,41,39,80,2648,1010,3658
00104400,STILLMAN COLLEGE                        ,AL,35403-0000,Private      ,54,26,80,2058,832,2890
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,24,13,37,1295,572,1867
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,173,993,1166,9469,20001,29470
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,100,35,135,5258,1539,6797
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,455,359,814,29549,12200,41749
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,199,479,678,12681,14169,26850
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,110,121,231,5439,4939,10378
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,191,367,558,11651,11521,23172
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,84,254,338,2543,4000,6543
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,32,85,117,879,1620,2499
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,81,157,238,3852,4010,7862
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,22,104,126,741,2279,3020
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,111,159,270,4346,4108,8454
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,8,31,39,296,715,1011
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,154,120,274,2870,2709,5579
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,56,105,161,1366,1863,3229
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,119,169,288,2471,3315,5786
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,36,119,155,949,2168,3117
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,24,62,86,582,1298,1880
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,139,139,278,3922,4351,8273
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,122,191,313,4927,4964,9891
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,49,57,106,1195,1246,2441
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,30,27,57,799,506,1305
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,39,123,162,1277,2392,3669
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,31,158,189,457,1902,2359
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,1,61,62,45,812,857
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,1,3,4,31,91,122
02270400,SOUTHEASTERN BIBLE COLLEGE              ,AL,35244-2083,Private      ,4,25,29,123,317,440
02285000,PAUL MITCHELL THE SCHOOL HUNTSVILLE     ,AL,35758-0000,Proprietary  ,6,20,26,116,205,321
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,36117-0000,Proprietary  ,1,5,6,47,282,329
02341000,FORTIS COLLEGE                          ,AL,36609-0000,Proprietary  ,59,261,320,746,2696,3442
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,5,72,77,123,1252,1375
03010600,VIRGINIA COLLEGE                        ,AL,35209-5154,Proprietary  ,497,2598,3095,4662,24278,28940
03010602,VIRGINIA COLLEGE - HUNTSVILLE           ,AL,35801-5608,Proprietary  ,12,71,83,236,1001,1237
03010607,VIRGINIA COLLEGE - MOBILE               ,AL,36608-1626,Proprietary  ,6,44,50,269,921,1190
03010616,VIRGINIA COLLEGE - MONTGOMERY           ,AL,36117-2802,Proprietary  ,12,69,81,411,1491,1902
03026516,REMINGTON COLLEGE - MOBILE              ,AL,36609-5593,Private      ,9,43,52,300,735,1035
03032500,ALABAMA STATE CLG BARBER STYLING        ,AL,35215-0000,Proprietary  ,1,7,8,112,183,295
03361400,FORTIS COLLEGE                          ,AL,36535-0000,Proprietary  ,16,70,86,154,681,835
03459300,SOUTHEASTERN SCHOOL OF COSMETOLOGY      ,AL,35228-0000,Private      ,1,36,37,40,190,230
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,7,23,30,128,370,498
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,1,14,15,27,269,296
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRAS,AL,36604-1411,Proprietary  ,0,15,15,71,318,389
04067300,SELMA UNIVERSITY                        ,AL,36701-0000,Private      ,11,40,51,265,630,895
04121500,COLUMBIA SOUTHERN UNIVERSITY            ,AL,36561-3815,Proprietary  ,46,1442,1488,638,18668,19306
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,12,21,33,136,283,419
04187200,NEW BEGINNING COLLEGE OF COSMETOLOGY    ,AL,35950-2415,Proprietary  ,5,17,22,99,167,266
04187300,HAIR ACADEMY (THE)                      ,AL,36111-2201,Proprietary  ,2,8,10,59,141,200
04197500,UNIVERSITY ACADEMY OF HAIR DESIGN       ,AL,35476-3100,Proprietary  ,2,7,9,50,79,129
04211000,SALON PROFESSIONAL ACADEMY (THE)        ,AL,35816-1849,Proprietary  ,3,11,14,71,168,239
04217900,NUNATION SCHOOL OF COSMETOLOGY          ,AL,35064-2222,Proprietary  ,0,7,7,6,53,59
04226700,ALABAMA COLLEGE OF OSTEOPATHIC MEDICINE ,AL,36303-2251,Private      ,3,11,14,16,375,391
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,143,337,480,5435,6276,11711
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,341,865,1206,8310,13311,21621
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,44,32,76,2080,1658,3738
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,127,484,611,10587,10286,20873
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,332,697,1029,12130,12733,24863
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,67,435,502,1637,4827,6464
00112000,AMER BAPT SEM OF THE WEST-BERKELEY      ,CA,94704-0000,Private      ,0,6,6,13,73,86
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,67,73,140,6680,2496,9176
00112300,BROOKS INSTITUTE                        ,CA,93103-1809,Proprietary  ,11,18,29,521,369,890
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,178,352,530,5550,6054,11604
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,106,334,440,8027,6977,15004
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,34,32,66,2532,1863,4395
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,38,24,62,4061,756,4817
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,30,26,56,2883,1711,4594
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,46,80,126,5401,1959,7360
00113400,CALIFORNIA MARITIME ACADEMY             ,CA,94590-8181,Public       ,12,5,17,1245,454,1699
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,481,523,1004,52388,25519,77907
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,199,360,559,18414,15175,33589
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,565,535,1100,61628,27919,89547
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,425,613,1038,39674,25457,65131
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,196,322,518,20024,17272,37296
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,225,389,614,23006,15459,38465
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,359,109,468,42078,5270,47348
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,345,279,624,38348,13156,51504
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,217,139,356,25323,8044,33367
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,296,304,600,28708,14395,43103
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,141,97,238,14203,4890,19093
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,425,530,955,35774,22155,57929
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,625,567,1192,61284,23824,85108
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,434,462,896,48294,25002,73296
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,382,439,821,38984,19969,58953
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,348,358,706,36372,18783,55155
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,119,99,218,14450,4090,18540
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,94,147,241,10920,6855,17775
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,376,729,1105,18784,15654,34438
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,195,457,652,7037,8115,15152
00116300,CHAFFEY COLLEGE                         ,CA,91737-9400,Public       ,468,753,1221,16717,17012,33729
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,100,99,199,12483,3770,16253
00116453,CHAPMAN UNIVERSITY DALE E. FOWLER SCHOOL,CA,92866-0000,Private      ,0,0,0,77,1224,1301
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,5,5,4,75,79
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,396,548,944,11411,8747,20158
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-0000,Private      ,1,44,45,39,1946,1985
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,27,4,31,3648,220,3868
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,15,3,18,2676,118,2794
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,24,3,27,3009,212,3221
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,37,7,44,5159,306,5465
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,13,5,18,2187,191,2378
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,35,81,116,1563,1425,2988
00117700,COGSWELL POLYTECHNICAL COLLEGE          ,CA,94089-1210,Proprietary  ,14,2,16,610,276,886
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,54,155,209,1358,2390,3748
00117801,COLG OF MARIN-INDIAN VALLEY CMPS        ,CA,94949-0000,Public       ,15,43,58,405,750,1155
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,24,49,73,1825,1507,3332
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,128,231,359,4134,3485,7619
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,172,342,514,6514,7071,13585
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,9,33,42,992,1170,2162
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,82,221,303,2925,4106,7031
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,141,350,491,7337,7968,15305
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,21,67,88,1094,1220,2314
00118701,COLLEGE OF THE SISKIYOUS - YREKA CENTER ,CA,96097-9538,Public       ,3,19,22,157,405,562
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,105,302,407,2789,4140,6929
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,319,460,779,7438,7100,14538
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,163,274,437,5072,4660,9732
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,296,568,864,12638,10211,22849
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,25,41,66,2834,1353,4187
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,456,844,1300,16952,14909,31861
00119701,COMPTON COMMUNITY COLLEGE               ,CA,90221-5393,Public       ,167,416,583,4307,6606,10913
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,149,340,489,4617,5573,10190
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,2,93,95,19,2266,2285
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,421,575,996,17168,11932,29100
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,95,176,271,2404,2388,4792
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,429,783,1212,11094,10604,21698
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,13,113,126,235,3158,3393
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,246,445,691,10370,9096,19466
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,6,6,3,276,279
00120800,GROSSMONT COLLEGE                       ,CA,92020-1799,Public       ,318,606,924,11260,12906,24166
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,175,242,417,4806,3826,8632
00121200,HUMPHREYS COLLEGE                       ,CA,95207-3896,Private      ,11,67,78,363,1245,1608
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,231,366,597,5205,4666,9871
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,51,79,130,3932,1777,5709
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,79,477,556,6403,7779,14182
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,10,52,62,624,751,1375
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,26,115,141,1409,6339,7748
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,645,1238,1883,20231,18360,38591
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,25,27,52,1401,522,1923
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,503,1364,1867,12000,19188,31188
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,247,436,683,5282,6307,11589
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,537,924,1461,14798,13897,28695
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,451,1467,1918,8499,17670,26169
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,454,943,1397,11113,13263,24376
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,3,23,26,60,824,884
00123000,MARSHALL B. KETCHUM UNIVERSITY          ,CA,92831-1699,Private      ,1,6,7,22,574,596
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,433,1219,1652,15531,24204,39735
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,435,934,1369,15504,19362,34866
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,9,6,15,1751,230,1981
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,213,314,527,7386,6768,14154
00123800,MILLS COLLEGE                           ,CA,94613-1301,Private      ,11,49,60,2005,2167,4172
