OPE ID,School,State,Zip Code,School Type,20112012Qtr5_Dependent Students,20112012Qtr5_Independent Students,Quarterly Total,YTD_20112012Qtr5_Dependent Students,YTD_20112012Qtr5_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,137,115,252,5899,3568,9467
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,50,203,253,1710,4303,6013
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,31,45,76,2211,1610,3821
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,265,215,480,8100,5552,13652
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,47,86,133,1556,2521,4077
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,19,109,128,898,3515,4413
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,287,209,496,18999,6979,25978
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,41,32,73,1887,685,2572
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,205,423,628,5317,9221,14538
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,42,88,130,1362,2236,3598
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,104,122,226,4722,3126,7848
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,114,340,454,3642,7435,11077
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,102,240,342,2386,4901,7287
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,29,32,61,1418,721,2139
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,129,218,347,7147,6380,13527
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,26,60,86,636,1067,1703
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,138,472,610,4742,9582,14324
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,10,6,16,374,166,540
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,60,278,338,2205,5765,7970
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,5,4,9,500,90,590
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,71,63,134,2172,1479,3651
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,32,103,135,1552,2079,3631
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,106,236,342,2482,5847,8329
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,92,151,243,1468,2697,4165
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,28,68,96,1882,1113,2995
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,62,61,123,1193,1427,2620
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,45,97,142,3259,3023,6282
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,46,114,160,1398,2167,3565
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,88,159,247,3542,3756,7298
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,14,51,65,2248,857,3105
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,29,28,57,1820,701,2521
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,24,20,44,730,475,1205
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,190,1124,1314,8727,26418,35145
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,103,40,143,5226,1556,6782
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,396,374,770,22300,11051,33351
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,192,361,553,9825,12616,22441
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,93,150,243,4531,4507,9038
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,204,376,580,9240,10568,19808
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,128,287,415,2746,4952,7698
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,38,92,130,700,1556,2256
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,109,173,282,3471,4225,7696
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,34,141,175,624,2288,2912
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,200,225,425,4537,4810,9347
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,17,39,56,334,967,1301
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,219,155,374,2382,3080,5462
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,66,96,162,1203,2354,3557
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,91,158,249,2353,4165,6518
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,50,171,221,1037,2731,3768
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,38,89,127,457,1135,1592
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,127,201,328,3382,5376,8758
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,105,201,306,4061,5111,9172
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,36,80,116,1149,1650,2799
01055400,CONCORDIA COLLEGE                       ,AL,36701-3323,Private      ,20,42,62,778,606,1384
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,44,107,151,966,1892,2858
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,35,116,151,452,1820,2272
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,1,61,62,31,821,852
