OPE ID,School,State,Zip Code,School Type,20122013Qtr5_Dependent Students,20122013Qtr5_Independent Students,Quarterly Total,YTD_20122013Qtr5_Dependent Students,YTD_20122013Qtr5_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,144,137,281,7149,3774,10923
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,42,223,265,2158,4838,6996
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,41,53,94,2599,1717,4316
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,283,231,514,10464,6580,17044
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,49,112,161,1652,2357,4009
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,18,100,118,964,3807,4771
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,300,194,494,20348,7067,27415
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,37,42,79,2297,1010,3307
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,150,405,555,5583,9383,14966
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,41,89,130,1329,2166,3495
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,108,126,234,5800,3460,9260
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,110,314,424,3729,7002,10731
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,100,187,287,2520,4905,7425
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,26,36,62,1720,907,2627
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,125,204,329,7832,6433,14265
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,29,46,75,635,967,1602
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,124,417,541,5286,10252,15538
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,5,2,7,383,165,548
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,67,227,294,2685,5932,8617
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,4,3,7,558,84,642
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,58,56,114,2563,1583,4146
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,40,85,125,2089,2724,4813
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,72,270,342,2775,5970,8745
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,124,121,245,1681,2438,4119
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,19,47,66,2075,1410,3485
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,52,35,87,1223,1313,2536
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,80,101,181,4001,3530,7531
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,55,79,134,1643,2303,3946
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,85,154,239,3941,3833,7774
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,46,45,91,2013,1151,3164
00104400,STILLMAN COLLEGE                        ,AL,35403-1430,Private      ,37,35,72,2090,821,2911
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,25,29,54,1052,629,1681
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,207,1235,1442,9710,24937,34647
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,100,35,135,6202,1679,7881
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,476,380,856,28172,12467,40639
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,246,418,664,12635,14667,27302
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,101,155,256,5633,5450,11083
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,190,372,562,11188,11525,22713
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,96,283,379,2548,4640,7188
00105901,LAWSON STATE COMMUNITY COLLEGE - BESSEME,AL,35021-0308,Public       ,37,105,142,956,1754,2710
00106000,FAULKNER STATE COMMUNITY COLLEGE        ,AL,36507-2698,Public       ,107,151,258,3747,4191,7938
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,34,173,207,715,2498,3213
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,206,169,375,5019,4797,9816
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,15,44,59,328,781,1109
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,156,119,275,2335,2957,5292
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,35,92,127,1262,2243,3505
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,134,181,315,2438,4061,6499
00573400,H. COUNCILL TRENHOLM STATE TECH COLLEGE ,AL,36108-0020,Public       ,38,126,164,1107,2773,3880
00573401,H. C. TRENHOLM ST TECH COL-PATTERSON CAM,AL,36116-2612,Public       ,25,74,99,665,1583,2248
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,117,166,283,3886,5373,9259
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,88,197,285,4907,5674,10581
