OPE ID,School,State,Zip Code,School Type,20082009Qtr4_Dependent Students,20082009Qtr4_Independent Students,Quarterly Total,YTD_20082009Qtr4_Dependent Students,YTD_20082009Qtr4_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,133,180,313,5240,2732,7972
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,67,254,321,1333,3209,4542
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,83,106,189,1794,1069,2863
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,247,371,618,7505,4009,11514
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,102,273,375,1008,1623,2631
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,28,221,249,548,2542,3090
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,498,261,759,13167,4671,17838
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,59,31,90,1562,261,1823
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-2216,Public       ,343,842,1185,3438,5329,8767
00101500,ENTERPRISE-OZARK COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,88,252,340,973,1374,2347
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,157,190,347,3550,2106,5656
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,203,683,886,2318,3983,6301
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,129,462,591,1432,2879,4311
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,30,52,82,1033,420,1453
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,230,390,620,5481,4411,9892
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,37,113,150,427,735,1162
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,323,980,1303,2935,5346,8281
