OPE ID,School,State,Zip Code,School Type,20142015Qtr4_Dependent Students,20142015Qtr4_Independent Students,Quarterly Total,YTD_20142015Qtr4_Dependent Students,YTD_20142015Qtr4_Independent Students,Award Year To Date Total
00100200,ALABAMA AGRCLTL & MECHL UNIV            ,AL,35762-1357,Public       ,204,228,432,6574,3739,10313
00100300,FAULKNER UNIVERSITY                     ,AL,36109-3398,Private      ,134,398,532,2319,4201,6520
00100400,UNIVERSITY OF MONTEVALLO                ,AL,35115-6000,Public       ,120,113,233,2636,1492,4128
00100500,ALABAMA STATE UNIVERSITY                ,AL,36101-0000,Public       ,422,467,889,9790,5639,15429
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE       ,AL,35011-0000,Public       ,96,178,274,1444,1699,3143
00100800,ATHENS STATE UNIVERSITY                 ,AL,35611-1999,Public       ,60,276,336,1002,3395,4397
00100900,AUBURN UNIVERSITY                       ,AL,36849-5113,Public       ,996,524,1520,19906,7121,27027
00101200,BIRMINGHAM SOUTHERN COLLEGE             ,AL,35254-0002,Private      ,93,91,184,2082,786,2868
00101300,CALHOUN COMMUNITY COLLEGE               ,AL,35609-0000,Public       ,400,884,1284,5348,7847,13195
00101500,ENTERPRISE STATE COMMUNITY COLLEGE      ,AL,36331-1300,Public       ,79,181,260,1314,1558,2872
00101600,UNIVERSITY OF NORTH ALABAMA             ,AL,35632-0001,Public       ,457,277,734,5564,3005,8569
00101700,GADSDEN STATE COMMUNITY COLLEGE         ,AL,35903-2269,Public       ,193,621,814,3273,5317,8590
00101800,GEORGE C WALLACE COMMUNITY COLLEGE      ,AL,36303-0943,Public       ,167,521,688,2570,4328,6898
00101900,HUNTINGDON COLLEGE                      ,AL,36106-2148,Private      ,68,100,168,1565,882,2447
00102000,JACKSONVILLE STATE UNIVERSITY           ,AL,36265-1602,Public       ,281,392,673,7200,5552,12752
00102100,JEFFERSON DAVIS COMMUNITY COLLEGE       ,AL,36427-2790,Public       ,38,103,141,594,922,1516
00102200,JEFFERSON STATE COMMUNITY COLLEGE       ,AL,35215-3098,Public       ,351,955,1306,5207,8496,13703
00102300,JUDSON COLLEGE                          ,AL,36756-2504,Private      ,15,40,55,339,231,570
00102400,UNIVERSITY OF WEST ALABAMA              ,AL,35470-0000,Public       ,114,389,503,2623,4324,6947
00102600,MARION MILITARY INSTITUTE               ,AL,36756-3214,Public       ,37,6,43,623,104,727
00102800,MILES COLLEGE                           ,AL,35064-2697,Private      ,88,101,189,2733,1406,4139
00102900,UNIVERSITY OF MOBILE                    ,AL,36613-0000,Private      ,108,236,344,2042,2106,4148
00103000,BISHOP STATE COMMUNITY COLLEGE          ,AL,36603-5898,Public       ,222,662,884,2697,4967,7664
00103100,NORTHEAST ALABAMA STATE CMNTY COLG      ,AL,35986-0159,Public       ,110,216,326,1388,1758,3146
00103300,OAKWOOD COLLEGE                         ,AL,35896-0001,Private      ,62,84,146,1992,1129,3121
00103400,ALABAMA SOUTHERN COMMUNITY COLLEGE      ,AL,36460-5698,Public       ,62,111,173,1151,978,2129
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,199,266,465,3971,3148,7119
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,111,204,315,1759,1826,3585
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,235,335,570,3704,3360,7064
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,116,109,225,2607,971,3578
